,precision,recall,f1-score,support
authentic,0.9156626506024096,0.9968769519050593,0.9545454545454546,1601.0
modified_altitude,0.9918166939443536,0.8964497041420119,0.9417249417249417,676.0
modified_speed,0.9968895800933126,0.9482248520710059,0.9719484457922669,676.0
modified_position,1.0,0.9363241678726484,0.9671150971599403,691.0
accuracy,0.9577387486278814,0.9577387486278814,0.9577387486278814,0.9577387486278814
macro avg,0.9760922311600189,0.9444689189976814,0.9588334848056509,3644.0
weighted avg,0.9608510825641933,0.9577387486278814,0.9577790929820046,3644.0
