csv_path,window_index,start_row,end_row_exclusive,predicted_label,predicted_label_name,prob_authentic,prob_modified_altitude,prob_modified_speed,prob_modified_position
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,0,0,128,0,authentic,0.984927237033844,0.006028581876307726,0.008295152336359024,0.0007490190910175443
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,1,16,144,0,authentic,0.9932965636253357,0.0025328032206743956,0.0026662296149879694,0.0015043682651594281
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,2,32,160,0,authentic,0.9870228171348572,0.00519919116050005,0.004232014995068312,0.0035460004583001137
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,3,48,176,0,authentic,0.9707227945327759,0.01162477396428585,0.007864279672503471,0.009788066148757935
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,4,64,192,0,authentic,0.9667489528656006,0.014706912450492382,0.013373803347349167,0.005170315504074097
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,5,80,208,0,authentic,0.9780107736587524,0.007718230132013559,0.009661327116191387,0.00460963835939765
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,6,96,224,1,modified_altitude,9.085615038095796e-10,1.0,1.1977381753069949e-08,9.592501903910033e-09
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,7,112,240,1,modified_altitude,1.9412904596148974e-15,1.0,1.2372700520374424e-12,5.666037165277457e-14
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,8,128,256,1,modified_altitude,1.1680173531657383e-15,1.0,7.731437560477838e-13,9.792536383558884e-14
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,9,144,272,1,modified_altitude,1.917568878410567e-15,1.0,4.368951814909261e-12,4.4471198235420187e-14
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,10,160,288,1,modified_altitude,1.543362957203418e-15,1.0,3.5886851216387905e-12,4.656161117473981e-14
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,11,176,304,1,modified_altitude,3.3946812595236084e-15,1.0,2.4830281060428394e-12,1.0037234715251642e-13
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,12,192,320,1,modified_altitude,1.1310970928190547e-15,1.0,1.8812286797786903e-12,4.125484133997437e-14
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,13,208,336,1,modified_altitude,8.548201446548827e-16,1.0,5.792799508304303e-13,7.374374548507756e-14
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,14,224,352,0,authentic,0.896371603012085,0.04272647947072983,0.031684380024671555,0.029217399656772614
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,15,240,368,0,authentic,0.9772075414657593,0.006034089718014002,0.006373065523803234,0.010385259985923767
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,16,256,384,0,authentic,0.9856441020965576,0.004512594547122717,0.0037569019477814436,0.006086398847401142
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,17,272,400,0,authentic,0.9769096970558167,0.005630528554320335,0.004037892445921898,0.013421892188489437
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,18,288,416,0,authentic,0.9799898266792297,0.004129723645746708,0.0030262076761573553,0.012854264117777348
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,19,304,432,0,authentic,0.988020658493042,0.0021811407059431076,0.0017014099285006523,0.008096669800579548
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,20,320,448,0,authentic,0.989835798740387,0.0033053827937692404,0.0022709539625793695,0.004587946925312281
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,21,336,464,0,authentic,0.9922270774841309,0.0024717464111745358,0.0014883639523759484,0.0038128141313791275
data_dvo_ready/dvoalt/modalt_dvo_3e370e18.csv,22,352,480,0,authentic,0.9956039190292358,0.0016687002498656511,0.0010466008679941297,0.0016807547071948647
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,0,0,128,1,modified_altitude,9.288495493819937e-05,0.9997122883796692,0.00010083422239404172,9.403185686096549e-05
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,1,16,144,1,modified_altitude,0.0001641988637857139,0.9994331002235413,0.00019412873371038586,0.0002085189480567351
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,2,32,160,1,modified_altitude,0.00018570144311524928,0.9995149374008179,0.00018025907047558576,0.00011906991130672395
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,3,48,176,1,modified_altitude,0.00019948254339396954,0.999497652053833,0.00014188502973411232,0.00016094063175842166
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,4,64,192,1,modified_altitude,0.00027753401082009077,0.9992167949676514,0.00017448417202103883,0.00033117338898591697
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,5,80,208,1,modified_altitude,1.660665475355927e-05,0.9998632669448853,2.173308894271031e-05,9.844950545812026e-05
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,6,96,224,0,authentic,0.480560839176178,0.10732196271419525,0.015861496329307556,0.39625564217567444
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,7,112,240,0,authentic,0.8880060315132141,0.029471557587385178,0.02642151713371277,0.05610086768865585
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,8,128,256,0,authentic,0.8339652419090271,0.015644485130906105,0.010975179262459278,0.13941510021686554
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,9,144,272,0,authentic,0.9830721020698547,0.001107843010686338,0.0014759685145691037,0.014344150200486183
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,10,160,288,0,authentic,0.9899638891220093,0.0011513037607073784,0.0013229838805273175,0.007561719510704279
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,11,176,304,0,authentic,0.991591215133667,0.0007106340490281582,0.0008319682092405856,0.006866101641207933
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,12,192,320,0,authentic,0.9940600991249084,0.0007286416366696358,0.0007259058183990419,0.004485337994992733
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,13,208,336,0,authentic,0.9961214661598206,0.00040072776027955115,0.00038302145549096167,0.0030946668703109026
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,14,224,352,0,authentic,0.9912170171737671,0.0030413761269301176,0.0019490858539938927,0.0037924805656075478
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,15,240,368,0,authentic,0.9961206316947937,0.0004962711245752871,0.0004754176770802587,0.002907711546868086
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,16,256,384,0,authentic,0.9992036819458008,0.00021937965357210487,0.00019553607853595167,0.0003812924842350185
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,17,272,400,0,authentic,0.9734830260276794,0.020868364721536636,0.004238652065396309,0.0014098872197791934
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,18,288,416,0,authentic,0.9830518364906311,0.011254890821874142,0.00269935536198318,0.002993881469592452
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,19,304,432,0,authentic,0.9106557369232178,0.06708238273859024,0.007658766116946936,0.014603160321712494
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,20,320,448,0,authentic,0.9418492913246155,0.02491825632750988,0.001321653020568192,0.031910866498947144
data_dvo_ready/dvoalt/modalt_dvo_3e391fa0.csv,21,336,464,0,authentic,0.915939211845398,0.05279974639415741,0.000801693880930543,0.03045942261815071
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,0,0,128,0,authentic,0.9737277030944824,0.009711486287415028,0.01426894310861826,0.0022918276954442263
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,1,16,144,0,authentic,0.9873557686805725,0.00416637072339654,0.004575321916490793,0.003902468830347061
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,2,32,160,0,authentic,0.9889602661132812,0.0033564637415111065,0.003308451734483242,0.004374832380563021
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,3,48,176,0,authentic,0.9875214695930481,0.0024124670308083296,0.0022734617814421654,0.007792558055371046
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,4,64,192,0,authentic,0.9819596409797668,0.003069147700443864,0.0030480963177978992,0.01192309707403183
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,5,80,208,0,authentic,0.8606796860694885,0.06288119405508041,0.0410475954413414,0.03539150953292847
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,6,96,224,1,modified_altitude,0.046595264226198196,0.9149748086929321,0.03595929965376854,0.0024706898257136345
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,7,112,240,1,modified_altitude,9.9176999356132e-05,0.9988863468170166,0.0010115941986441612,2.8766207833541557e-06
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,8,128,256,1,modified_altitude,2.687076630536467e-05,0.9995991587638855,0.0003730212920345366,1.0119790658791317e-06
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,9,144,272,1,modified_altitude,6.161633791634813e-06,0.9998616576194763,0.0001320804440183565,9.688461233281487e-08
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,10,160,288,1,modified_altitude,1.5681336662964895e-05,0.9998326897621155,0.00015150170656852424,1.0587123711047752e-07
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,11,176,304,1,modified_altitude,5.9247008721285965e-06,0.9999193549156189,7.467909745173529e-05,9.499951403313389e-08
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,12,192,320,1,modified_altitude,5.62818902594131e-10,1.0,1.9038501886115e-09,3.981255858320765e-08
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,13,208,336,1,modified_altitude,1.5271248710035934e-09,0.9999980926513672,1.7536044838450948e-09,1.8812919506672188e-06
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,14,224,352,1,modified_altitude,1.597605461256535e-07,0.9999825358390808,5.383504131373229e-08,1.7320207916782238e-05
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,15,240,368,1,modified_altitude,2.8384069082676433e-05,0.9999229311943054,6.3008401411934756e-06,4.239410554873757e-05
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,16,256,384,1,modified_altitude,0.0002970439672935754,0.9994616508483887,4.6337252570083365e-05,0.00019491175771690905
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,17,272,400,1,modified_altitude,0.009645671583712101,0.9864082932472229,0.00047330098459497094,0.0034727149177342653
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,18,288,416,1,modified_altitude,0.03408666327595711,0.9571837782859802,0.00045409283484332263,0.00827547162771225
data_dvo_ready/dvoalt/modalt_dvo_3e3ba4fe.csv,19,304,432,0,authentic,0.8453150391578674,0.15007106959819794,0.004494058433920145,0.00011983714648522437
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,0,0,128,0,authentic,0.9935391545295715,0.00253114802762866,0.00298697710968554,0.0009427101467736065
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,1,16,144,0,authentic,0.9945127367973328,0.0019651909824460745,0.002660802798345685,0.0008612225065007806
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,2,32,160,0,authentic,0.9939582347869873,0.0019488177495077252,0.002390974899753928,0.0017019456718116999
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,3,48,176,0,authentic,0.9912945628166199,0.0027277397457510233,0.0029223242308944464,0.003055427921935916
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,4,64,192,0,authentic,0.985862672328949,0.005296873394399881,0.004893122240900993,0.003947308752685785
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,5,80,208,1,modified_altitude,9.33075949838269e-10,0.9999992847442627,2.3637085622141285e-09,7.620146220688184e-07
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,6,96,224,1,modified_altitude,5.44532428556987e-19,1.0,1.7634962587527496e-16,2.4583314550685742e-11
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,7,112,240,1,modified_altitude,3.594846705636041e-18,1.0,1.2071001945058806e-15,3.063401615710504e-11
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,8,128,256,1,modified_altitude,2.1408728790531e-18,1.0,8.400983414546886e-16,1.2441524373241197e-11
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,9,144,272,1,modified_altitude,7.563578220965437e-18,1.0,1.25985795926297e-15,1.5780895687433905e-11
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,10,160,288,1,modified_altitude,2.640964150321275e-18,1.0,5.068739388785115e-16,8.135821877308658e-12
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,11,176,304,1,modified_altitude,3.4412096941780446e-18,1.0,5.704418028062562e-16,1.1672001906659624e-11
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,12,192,320,1,modified_altitude,3.4728330157911e-18,1.0,4.1382472264466647e-16,1.855840481290727e-11
data_dvo_ready/dvoalt/modalt_dvo_3e3d863f.csv,13,208,336,1,modified_altitude,6.801364804687182e-09,0.9999926090240479,2.4320970126723296e-08,7.3529172368580475e-06
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,0,0,128,0,authentic,0.998226523399353,0.00040292550693266094,0.0006226911209523678,0.0007477572071366012
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,1,16,144,0,authentic,0.9983620643615723,0.00024776189820840955,0.0004351941461209208,0.0009550601826049387
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,2,32,160,0,authentic,0.9936420917510986,0.0021935617551207542,0.0032072081230580807,0.0009571006521582603
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,3,48,176,0,authentic,0.990071177482605,0.003456882433965802,0.0029623829759657383,0.0035095158964395523
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,4,64,192,0,authentic,0.9878855347633362,0.0034739344846457243,0.0031333244405686855,0.005507148336619139
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,5,80,208,0,authentic,0.9671192765235901,0.009939656592905521,0.007864768616855145,0.0150762889534235
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,6,96,224,0,authentic,0.9284848570823669,0.025215664878487587,0.01740291528403759,0.028896521776914597
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,7,112,240,0,authentic,0.9643650054931641,0.013784023933112621,0.00949510745704174,0.01235590223222971
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,8,128,256,0,authentic,0.98639315366745,0.0032933952752500772,0.0027880650013685226,0.007525396533310413
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,9,144,272,0,authentic,0.9306696653366089,0.02846481092274189,0.012863576412200928,0.028001926839351654
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,10,160,288,0,authentic,0.9121215343475342,0.037546444684267044,0.023248979821801186,0.02708297036588192
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,11,176,304,0,authentic,0.9598402976989746,0.015551644377410412,0.0098259337246418,0.014782045036554337
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,12,192,320,0,authentic,0.9713301062583923,0.011065824888646603,0.00716265756636858,0.010441322810947895
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,13,208,336,0,authentic,0.9838587045669556,0.0069472696632146835,0.003632280509918928,0.005561675410717726
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,14,224,352,0,authentic,0.9963499307632446,0.0005458586383610964,0.0001839835022110492,0.002920142374932766
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,15,240,368,0,authentic,0.9634897112846375,0.021271629258990288,0.004865346010774374,0.010373327881097794
data_dvo_ready/dvoalt/modalt_dvo_3e447e80.csv,16,256,384,0,authentic,0.9907447695732117,0.0029785989318042994,0.0015012164367362857,0.004775376059114933
data_dvo_ready/dvoalt/modalt_dvo_3e46c5fa.csv,0,0,128,0,authentic,0.9746289849281311,0.010025846771895885,0.0126468725502491,0.002698368625715375
data_dvo_ready/dvoalt/modalt_dvo_3e46c5fa.csv,1,16,144,0,authentic,0.9893559217453003,0.0038658492267131805,0.003724408335983753,0.0030539054423570633
data_dvo_ready/dvoalt/modalt_dvo_3e46c5fa.csv,2,32,160,0,authentic,0.9649249315261841,0.013358044438064098,0.006518885493278503,0.015198100358247757
data_dvo_ready/dvoalt/modalt_dvo_3e46c5fa.csv,3,48,176,0,authentic,0.9124775528907776,0.0382247120141983,0.02408801205456257,0.025209706276655197
data_dvo_ready/dvoalt/modalt_dvo_3e46c5fa.csv,4,64,192,0,authentic,0.8978646993637085,0.04648648202419281,0.027921196073293686,0.02772756852209568
data_dvo_ready/dvoalt/modalt_dvo_3e46c5fa.csv,5,80,208,0,authentic,0.8720089197158813,0.04660513997077942,0.027368178591132164,0.0540178008377552
data_dvo_ready/dvoalt/modalt_dvo_3e46c5fa.csv,6,96,224,3,modified_position,0.06303480267524719,0.04322332143783569,0.00061595014994964,0.8931259512901306
data_dvo_ready/dvoalt/modalt_dvo_3e46c5fa.csv,7,112,240,3,modified_position,0.001209754846058786,0.08417191356420517,5.502114163391525e-06,0.9146129488945007
data_dvo_ready/dvoalt/modalt_dvo_3e46c5fa.csv,8,128,256,3,modified_position,0.002030520001426339,0.12155569344758987,9.260458682547323e-06,0.8764045238494873
data_dvo_ready/dvoalt/modalt_dvo_3e46c5fa.csv,9,144,272,3,modified_position,0.0031990299466997385,0.10548202693462372,1.4052736332814675e-05,0.8913049101829529
data_dvo_ready/dvoalt/modalt_dvo_3e46c5fa.csv,10,160,288,3,modified_position,0.000366626656614244,0.12126844376325607,1.0042398344012327e-06,0.878363847732544
data_dvo_ready/dvoalt/modalt_dvo_3e46c5fa.csv,11,176,304,3,modified_position,1.7270736861974e-05,0.013645799830555916,2.6102551231588222e-08,0.986336886882782
data_dvo_ready/dvoalt/modalt_dvo_3e46c5fa.csv,12,192,320,3,modified_position,4.1246312321163714e-05,0.0030692494474351406,4.420281030093065e-08,0.9968895316123962
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,0,0,128,0,authentic,0.7274788022041321,0.16689085960388184,0.06857504695653915,0.037055306136608124
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,1,16,144,0,authentic,0.9129260778427124,0.04035378620028496,0.018861396238207817,0.02785884030163288
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,2,32,160,0,authentic,0.9747648239135742,0.009019004181027412,0.007064281031489372,0.009151842445135117
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,3,48,176,0,authentic,0.9867976307868958,0.0028116314206272364,0.0025474040303379297,0.007843328639864922
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,4,64,192,0,authentic,0.9907606244087219,0.0011724185897037387,0.0012741402024403214,0.0067927418276667595
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,5,80,208,0,authentic,0.9909413456916809,0.0013630088651552796,0.0021542469039559364,0.005541369318962097
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,6,96,224,0,authentic,0.9731800556182861,0.004003370646387339,0.004449200816452503,0.01836741901934147
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,7,112,240,0,authentic,0.9802672266960144,0.0029961522668600082,0.0039117480628192425,0.012824983336031437
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,8,128,256,0,authentic,0.9565997123718262,0.005676174070686102,0.006232149433344603,0.031492073088884354
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,9,144,272,1,modified_altitude,1.9284826180410164e-08,0.9999935626983643,4.485062632397785e-08,6.381524599419208e-06
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,10,160,288,1,modified_altitude,1.063175532481982e-15,1.0,3.758692033832556e-13,3.5676832581960083e-13
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,11,176,304,1,modified_altitude,3.814094070279548e-15,1.0,7.186630305612562e-13,1.7301760068047511e-12
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,12,192,320,1,modified_altitude,4.6781553443889755e-15,1.0,6.945726545998232e-13,1.5465862097940875e-12
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,13,208,336,1,modified_altitude,2.554545489800563e-14,1.0,2.200558311959977e-12,6.00481773679884e-12
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,14,224,352,1,modified_altitude,2.7885581620505293e-14,1.0,2.105486358178199e-12,4.328202293096828e-12
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,15,240,368,1,modified_altitude,4.979626059371453e-14,1.0,3.2586847716759015e-12,6.987213758968824e-12
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,16,256,384,1,modified_altitude,5.1953807670367634e-15,1.0,1.1966071037684822e-13,1.5023838076388962e-11
data_dvo_ready/dvoalt/modalt_dvo_3e4760d4.csv,17,272,400,1,modified_altitude,0.019972462207078934,0.9775416254997253,0.0022734731901437044,0.00021256021864246577
