,precision,recall,f1-score,support
authentic,0.9271523178807947,0.9459459459459459,0.9364548494983278,148.0
modified_altitude,0.9507042253521126,0.9121621621621622,0.9310344827586207,148.0
modified_speed,0.9536423841059603,0.972972972972973,0.9632107023411371,148.0
modified_position,0.9932432432432432,0.9932432432432432,0.9932432432432432,148.0
accuracy,0.956081081081081,0.956081081081081,0.956081081081081,0.956081081081081
macro avg,0.9561855426455277,0.9560810810810811,0.9559858194603321,592.0
weighted avg,0.9561855426455278,0.956081081081081,0.9559858194603321,592.0
