,precision,recall,f1-score,support
authentic,0.9126525369299936,0.9872626215840667,0.9484926020691957,4318.0
modified_altitude,0.9977802441731409,0.8401869158878504,0.9122272957889396,1070.0
modified_speed,0.9746450304259635,0.8981308411214953,0.9348249027237354,1070.0
modified_position,0.9467455621301775,0.8617594254937163,0.9022556390977443,1114.0
accuracy,0.9354199683042789,0.9354199683042789,0.9354199683042789,0.9354199683042789
macro avg,0.9579558434148189,0.8968349510217822,0.9244501099199037,7572.0
weighted avg,0.9384579047144441,0.9354199683042789,0.9346341376252293,7572.0
