,precision,recall,f1-score,support
authentic,0.9310344827586207,0.9310344827586207,0.9310344827586207,145.0
modified_altitude,0.9432624113475178,0.9172413793103448,0.9300699300699301,145.0
modified_speed,0.9858156028368794,0.9586206896551724,0.972027972027972,145.0
modified_position,0.9281045751633987,0.9793103448275862,0.9530201342281879,145.0
accuracy,0.946551724137931,0.946551724137931,0.946551724137931,0.946551724137931
macro avg,0.9470542680266041,0.9465517241379311,0.9465381297711777,580.0
weighted avg,0.9470542680266041,0.946551724137931,0.9465381297711776,580.0
