scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,135,10,10,425,145,145,0.06896551724137931,0.022988505747126436
class,1,modified_altitude,133,12,8,427,145,141,0.08275862068965517,0.01839080459770115
class,2,modified_speed,139,6,2,433,145,141,0.041379310344827586,0.004597701149425287
class,3,modified_position,142,3,11,424,145,153,0.020689655172413793,0.02528735632183908
macro_avg,,macro_avg,,,,,580,580,0.05344827586206896,0.017816091954022988
