aircraft_type,flight_id,timestamp,ph_time,latitude,longitude,altitude_meters,speed_kmh,verticalSpeed_ms,heading,phase,is_level
A320,3fa5cd50,1778534209,2026-05-12 05:16:49.000 PHT,11.324866,123.70314,6203,748.2,-4.9,155,5,1
A320,3fa5cd50,1778534211,2026-05-12 05:16:51.000 PHT,11.319481,123.705109,6195,748.2,-4.9,158,5,1
A320,3fa5cd50,1778534214,2026-05-12 05:16:54.000 PHT,11.315434,123.70639,6180,751.9,-5.9,160,5,1
A320,3fa5cd50,1778534217,2026-05-12 05:16:57.000 PHT,11.310301,123.707619,6157,751.9,-5.5,163,5,1
A320,3fa5cd50,1778534219,2026-05-12 05:16:59.000 PHT,11.304812,123.708603,6149,751.9,-6.8,167,5,1
A320,3fa5cd50,1778534222,2026-05-12 05:17:02.000 PHT,11.300505,123.709236,6134,751.9,-5.9,169,5,1
A320,3fa5cd50,1778534225,2026-05-12 05:17:05.000 PHT,11.294209,123.709564,6111,751.9,-6.2,173,5,1
A320,3fa5cd50,1778534227,2026-05-12 05:17:07.000 PHT,11.28959,123.709595,6104,748.2,-3.9,177,5,1
A320,3fa5cd50,1778534230,2026-05-12 05:17:10.000 PHT,11.285259,123.709572,6088,748.2,-4.9,178,5,1
A320,3fa5cd50,1778534232,2026-05-12 05:17:12.000 PHT,11.279292,123.709518,6073,748.2,-3.9,179,5,1
A320,3fa5cd50,1778534234,2026-05-12 05:17:14.000 PHT,11.277781,123.709518,6066,748.2,-3.9,179,5,1
A320,3fa5cd50,1778534237,2026-05-12 05:17:17.000 PHT,11.272418,123.709419,6058,748.2,-4.6,180,5,1
A320,3fa5cd50,1778534240,2026-05-12 05:17:20.000 PHT,11.267026,123.709373,6050,748.2,-4.6,180,5,1
A320,3fa5cd50,1778534242,2026-05-12 05:17:22.000 PHT,11.262799,123.709343,6027,738.9,-4.6,180,5,1
A320,3fa5cd50,1778534245,2026-05-12 05:17:25.000 PHT,11.256914,123.709297,6020,731.5,-4.6,180,5,1
A320,3fa5cd50,1778534247,2026-05-12 05:17:27.000 PHT,11.2523,123.709229,6012,738.9,-4.6,180,5,1
A320,3fa5cd50,1778534250,2026-05-12 05:17:30.000 PHT,11.247976,123.70919,5989,738.9,-4.6,180,5,1
A320,3fa5cd50,1778534252,2026-05-12 05:17:32.000 PHT,11.242603,123.709038,5982,746.4,-5.5,181,5,1
A320,3fa5cd50,1778534284,2026-05-12 05:18:04.000 PHT,11.184949,123.708267,5837,744.5,-4.2,181,5,0
A320,3fa5cd50,1778534314,2026-05-12 05:18:34.000 PHT,11.129679,123.707359,5685,740.8,-4.2,180,5,0
A320,3fa5cd50,1778534346,2026-05-12 05:19:06.000 PHT,11.069174,123.706558,5525,733.4,-5.2,180,5,0
A320,3fa5cd50,1778534377,2026-05-12 05:19:37.000 PHT,11.012365,123.705521,5372,726.0,-5.2,181,5,0
A320,3fa5cd50,1778534409,2026-05-12 05:20:09.000 PHT,10.953578,123.704582,5128,718.6,-9.4,181,5,0
A320,3fa5cd50,1778534442,2026-05-12 05:20:42.000 PHT,10.894996,123.704193,4823,714.9,-15.0,178,5,0
A320,3fa5cd50,1778534474,2026-05-12 05:21:14.000 PHT,10.83653,123.707802,4275,733.4,-11.7,176,5,0
A320,3fa5cd50,1778534506,2026-05-12 05:21:46.000 PHT,10.777951,123.711288,3879,726.0,-12.4,176,5,0
A320,3fa5cd50,1778534538,2026-05-12 05:22:18.000 PHT,10.719635,123.714859,3551,703.8,-9.4,176,5,0
A320,3fa5cd50,1778534552,2026-05-12 05:22:32.000 PHT,10.695663,123.716331,3444,688.9,-6.5,176,5,0
A320,3fa5cd50,1778534566,2026-05-12 05:22:46.000 PHT,10.671132,123.71772,3338,674.1,-8.1,177,5,0
A320,3fa5cd50,1778534581,2026-05-12 05:23:01.000 PHT,10.647303,123.719086,3261,655.6,-4.2,177,5,0
A320,3fa5cd50,1778534595,2026-05-12 05:23:15.000 PHT,10.624764,123.720428,3216,633.4,-3.9,176,5,0
A320,3fa5cd50,1778534610,2026-05-12 05:23:30.000 PHT,10.601456,123.721703,3170,607.5,-3.6,176,5,0
A320,3fa5cd50,1778534625,2026-05-12 05:23:45.000 PHT,10.579664,123.72229,3132,588.9,-2.3,177,5,0
A320,3fa5cd50,1778534637,2026-05-12 05:23:57.000 PHT,10.561805,123.724022,3086,577.8,-5.9,177,5,1
A320,3fa5cd50,1778534639,2026-05-12 05:23:59.000 PHT,10.558248,123.724152,3071,574.1,-5.9,178,5,1
A320,3fa5cd50,1778534642,2026-05-12 05:24:02.000 PHT,10.554246,123.724548,3056,574.1,-6.2,176,5,1
A320,3fa5cd50,1778534644,2026-05-12 05:24:04.000 PHT,10.551368,123.724709,3040,574.1,-6.5,176,5,1
A320,3fa5cd50,1778534646,2026-05-12 05:24:06.000 PHT,10.548561,123.725021,3025,570.4,-6.5,175,5,1
A320,3fa5cd50,1778534649,2026-05-12 05:24:09.000 PHT,10.545615,123.725082,3002,570.4,-7.2,176,5,1
A320,3fa5cd50,1778534652,2026-05-12 05:24:12.000 PHT,10.541351,123.725204,2987,570.4,-8.1,177,5,1
A320,3fa5cd50,1778534654,2026-05-12 05:24:14.000 PHT,10.537381,123.725349,2972,570.4,-7.8,177,5,1
A320,3fa5cd50,1778534656,2026-05-12 05:24:16.000 PHT,10.533908,123.725494,2949,566.7,-7.8,177,5,1
A320,3fa5cd50,1778534658,2026-05-12 05:24:18.000 PHT,10.531685,123.725723,2934,566.7,-7.2,176,5,1
A320,3fa5cd50,1778534661,2026-05-12 05:24:21.000 PHT,10.528303,123.725937,2918,566.7,-7.5,176,5,1
A320,3fa5cd50,1778534663,2026-05-12 05:24:23.000 PHT,10.524865,123.726143,2903,566.7,-7.5,176,5,1
A320,3fa5cd50,1778534678,2026-05-12 05:24:38.000 PHT,10.503308,123.727806,2789,559.3,-7.8,175,5,0
A320,3fa5cd50,1778534691,2026-05-12 05:24:51.000 PHT,10.484825,123.728798,2682,555.6,-7.2,177,5,0
A320,3fa5cd50,1778534703,2026-05-12 05:25:03.000 PHT,10.468782,123.729889,2606,551.9,-7.5,176,5,0
A320,3fa5cd50,1778534716,2026-05-12 05:25:16.000 PHT,10.449451,123.730812,2499,544.5,-7.5,177,5,0
A320,3fa5cd50,1778534730,2026-05-12 05:25:30.000 PHT,10.432968,123.732018,2400,540.8,-7.2,175,5,0
A320,3fa5cd50,1778534743,2026-05-12 05:25:43.000 PHT,10.413887,123.733032,2309,537.1,-7.2,176,5,0
A320,3fa5cd50,1778534758,2026-05-12 05:25:58.000 PHT,10.393311,123.73436,2202,533.4,-7.2,177,5,0
A320,3fa5cd50,1778534773,2026-05-12 05:26:13.000 PHT,10.373784,123.735527,2103,529.7,-6.8,177,5,0
A320,3fa5cd50,1778534787,2026-05-12 05:26:27.000 PHT,10.356258,123.736664,2004,522.3,-7.2,176,5,0
A320,3fa5cd50,1778534801,2026-05-12 05:26:41.000 PHT,10.337032,123.737572,1897,518.6,-7.8,177,5,0
A320,3fa5cd50,1778534816,2026-05-12 05:26:56.000 PHT,10.317198,123.738968,1775,518.6,-8.5,176,5,0
A320,3fa5cd50,1778534830,2026-05-12 05:27:10.000 PHT,10.300868,123.73996,1669,518.6,-8.5,176,5,0
A320,3fa5cd50,1778534844,2026-05-12 05:27:24.000 PHT,10.282722,123.740921,1570,514.9,-7.8,177,5,0
A320,3fa5cd50,1778534859,2026-05-12 05:27:39.000 PHT,10.263185,123.741928,1455,514.9,-5.5,177,5,1
A320,3fa5cd50,1778534865,2026-05-12 05:27:45.000 PHT,10.254123,123.742653,1425,507.4,-5.5,175,5,1
A320,3fa5cd50,1778534869,2026-05-12 05:27:49.000 PHT,10.248511,123.74263,1417,503.7,-5.5,177,5,1
A320,3fa5cd50,1778534872,2026-05-12 05:27:52.000 PHT,10.246477,123.742622,1410,500.0,-5.5,178,5,1
A320,3fa5cd50,1778534874,2026-05-12 05:27:54.000 PHT,10.243295,123.742653,1394,492.6,-3.3,178,5,1
A320,3fa5cd50,1778534877,2026-05-12 05:27:57.000 PHT,10.240476,123.742966,1387,492.6,-3.3,177,5,1
A320,3fa5cd50,1778534879,2026-05-12 05:27:59.000 PHT,10.237507,123.743843,1387,488.9,-3.3,172,5,1
A320,3fa5cd50,1778534881,2026-05-12 05:28:01.000 PHT,10.235379,123.744469,1372,488.9,-3.3,169,5,1
A320,3fa5cd50,1778534884,2026-05-12 05:28:04.000 PHT,10.231897,123.745659,1356,481.5,-3.3,165,5,1
A320,3fa5cd50,1778534887,2026-05-12 05:28:07.000 PHT,10.229104,123.746628,1356,477.8,-3.3,163,5,1
A320,3fa5cd50,1778534889,2026-05-12 05:28:09.000 PHT,10.225856,123.748634,1341,474.1,-3.3,156,5,1
A320,3fa5cd50,1778534892,2026-05-12 05:28:12.000 PHT,10.223543,123.749893,1334,474.1,-3.6,154,5,1
A320,3fa5cd50,1778534895,2026-05-12 05:28:15.000 PHT,10.221226,123.751656,1326,470.4,-3.6,149,5,1
A320,3fa5cd50,1778534897,2026-05-12 05:28:17.000 PHT,10.218702,123.753937,1311,470.4,-3.6,144,5,1
A320,3fa5cd50,1778534900,2026-05-12 05:28:20.000 PHT,10.215559,123.756874,1311,466.7,-3.6,139,5,1
A320,3fa5cd50,1778534903,2026-05-12 05:28:23.000 PHT,10.213758,123.75872,1303,459.3,-2.9,136,5,1
A320,3fa5cd50,1778534906,2026-05-12 05:28:26.000 PHT,10.210843,123.76162,1295,459.3,-2.9,136,5,1
A320,3fa5cd50,1778534908,2026-05-12 05:28:28.000 PHT,10.20824,123.764427,1295,459.3,-2.9,134,5,1
A320,3fa5cd50,1778534911,2026-05-12 05:28:31.000 PHT,10.207416,123.765244,1280,455.6,-2.9,134,5,1
A320,3fa5cd50,1778534913,2026-05-12 05:28:33.000 PHT,10.205498,123.767197,1273,455.6,-2.9,134,5,1
A320,3fa5cd50,1778534916,2026-05-12 05:28:36.000 PHT,10.20309,123.769669,1265,451.9,-2.9,134,5,1
A320,3fa5cd50,1778534918,2026-05-12 05:28:38.000 PHT,10.200904,123.771866,1257,448.2,-3.3,134,5,1
A320,3fa5cd50,1778534921,2026-05-12 05:28:41.000 PHT,10.198958,123.773979,1250,448.2,-3.3,134,5,1
A320,3fa5cd50,1778534923,2026-05-12 05:28:43.000 PHT,10.196985,123.775856,1242,444.5,-3.3,134,5,1
A320,3fa5cd50,1778534926,2026-05-12 05:28:46.000 PHT,10.194647,123.778236,1227,437.1,-3.3,134,5,1
A320,3fa5cd50,1778534929,2026-05-12 05:28:49.000 PHT,10.192221,123.780556,1219,437.1,-3.3,135,5,1
A320,3fa5cd50,1778534936,2026-05-12 05:28:56.000 PHT,10.186945,123.785904,1196,429.7,-2.9,134,5,1
A320,3fa5cd50,1778534943,2026-05-12 05:29:03.000 PHT,10.182137,123.790756,1181,418.6,-2.9,134,5,1
A320,3fa5cd50,1778534945,2026-05-12 05:29:05.000 PHT,10.17958,123.793556,1173,418.6,-2.9,133,5,1
A320,3fa5cd50,1778534948,2026-05-12 05:29:08.000 PHT,10.178538,123.794334,1166,414.8,-2.9,135,5,1
A320,3fa5cd50,1778534950,2026-05-12 05:29:10.000 PHT,10.175782,123.797157,1158,407.4,-2.6,134,5,1
A320,3fa5cd50,1778534952,2026-05-12 05:29:12.000 PHT,10.174987,123.797981,1151,407.4,-2.6,134,5,1
A320,3fa5cd50,1778534955,2026-05-12 05:29:15.000 PHT,10.173923,123.799042,1151,403.7,-2.6,134,5,1
A320,3fa5cd50,1778534957,2026-05-12 05:29:17.000 PHT,10.171815,123.801102,1143,403.7,-2.6,135,5,1
A320,3fa5cd50,1778534959,2026-05-12 05:29:19.000 PHT,10.169671,123.803299,1135,400.0,-2.6,134,5,1
A320,3fa5cd50,1778534961,2026-05-12 05:29:21.000 PHT,10.168583,123.804619,1128,400.0,-2.6,133,5,1
A320,3fa5cd50,1778534964,2026-05-12 05:29:24.000 PHT,10.167491,123.805588,1128,396.3,-2.6,133,5,1
A320,3fa5cd50,1778534966,2026-05-12 05:29:26.000 PHT,10.165791,123.807678,1120,392.6,-2.6,130,5,1
A320,3fa5cd50,1778534969,2026-05-12 05:29:29.000 PHT,10.164646,123.809341,1113,392.6,-2.6,127,5,1
A320,3fa5cd50,1778534971,2026-05-12 05:29:31.000 PHT,10.163408,123.811859,1105,388.9,-2.6,120,5,1
A320,3fa5cd50,1778534974,2026-05-12 05:29:34.000 PHT,10.162246,123.814705,1097,385.2,-2.3,115,5,1
A320,3fa5cd50,1778534977,2026-05-12 05:29:37.000 PHT,10.161606,123.817146,1090,385.2,-2.3,108,5,1
A320,3fa5cd50,1778534979,2026-05-12 05:29:39.000 PHT,10.161145,123.820076,1090,381.5,-2.0,101,5,1
A320,3fa5cd50,1778534982,2026-05-12 05:29:42.000 PHT,10.161022,123.822556,1082,377.8,-2.0,96,5,1
A320,3fa5cd50,1778534985,2026-05-12 05:29:45.000 PHT,10.161358,123.825081,1074,377.8,-2.0,89,5,1
A320,3fa5cd50,1778534987,2026-05-12 05:29:47.000 PHT,10.161981,123.828194,1067,374.1,-2.0,82,5,1
A320,3fa5cd50,1778534990,2026-05-12 05:29:50.000 PHT,10.162682,123.82991,1067,374.1,-2.0,76,5,1
A320,3fa5cd50,1778534992,2026-05-12 05:29:52.000 PHT,10.163697,123.831779,1059,370.4,-2.0,71,5,1
A320,3fa5cd50,1778534994,2026-05-12 05:29:54.000 PHT,10.164692,123.833168,1052,370.4,-2.0,65,5,1
A320,3fa5cd50,1778534996,2026-05-12 05:29:56.000 PHT,10.165746,123.834686,1052,370.4,-2.0,62,5,1
A320,3fa5cd50,1778534999,2026-05-12 05:29:59.000 PHT,10.167491,123.836769,1044,370.4,-2.0,56,5,1
A320,3fa5cd50,1778535001,2026-05-12 05:30:01.000 PHT,10.168997,123.8386,1036,370.4,-2.0,53,5,1
A320,3fa5cd50,1778535003,2026-05-12 05:30:03.000 PHT,10.170584,123.839615,1036,370.4,-1.0,47,5,1
A320,3fa5cd50,1778535006,2026-05-12 05:30:06.000 PHT,10.17266,123.841187,1029,370.4,-1.0,43,5,1
A320,3fa5cd50,1778535008,2026-05-12 05:30:08.000 PHT,10.174875,123.843246,1021,370.4,-1.0,43,5,1
A320,3fa5cd50,1778535011,2026-05-12 05:30:11.000 PHT,10.176377,123.844376,1013,374.1,-2.6,40,5,1
A320,3fa5cd50,1778535013,2026-05-12 05:30:13.000 PHT,10.17774,123.84581,1006,374.1,-2.6,42,5,1
A320,3fa5cd50,1778535017,2026-05-12 05:30:17.000 PHT,10.180464,123.848412,991,374.1,-2.6,43,5,1
A320,3fa5cd50,1778535020,2026-05-12 05:30:20.000 PHT,10.182406,123.849731,991,374.1,-2.6,40,5,1
A320,3fa5cd50,1778535023,2026-05-12 05:30:23.000 PHT,10.184598,123.852219,991,366.7,-2.6,44,5,1
A320,3fa5cd50,1778535026,2026-05-12 05:30:26.000 PHT,10.186172,123.853928,983,359.3,-2.6,45,5,1
A320,3fa5cd50,1778535028,2026-05-12 05:30:28.000 PHT,10.187913,123.855438,983,359.3,-2.6,44,5,1
A320,3fa5cd50,1778535030,2026-05-12 05:30:30.000 PHT,10.188807,123.856438,983,351.9,-2.6,45,5,1
A320,3fa5cd50,1778535032,2026-05-12 05:30:32.000 PHT,10.189754,123.857635,975,348.2,-2.3,46,5,1
A320,3fa5cd50,1778535035,2026-05-12 05:30:35.000 PHT,10.191095,123.859283,968,344.5,-2.3,48,5,1
A320,3fa5cd50,1778535038,2026-05-12 05:30:38.000 PHT,10.193462,123.86174,953,340.8,-2.9,46,5,1
A320,3fa5cd50,1778535040,2026-05-12 05:30:40.000 PHT,10.194605,123.862907,945,340.8,-2.9,46,5,1
A320,3fa5cd50,1778535043,2026-05-12 05:30:43.000 PHT,10.195779,123.864143,945,337.1,-2.9,46,5,1
A320,3fa5cd50,1778535045,2026-05-12 05:30:45.000 PHT,10.196847,123.865227,937,337.1,-2.9,46,5,1
A320,3fa5cd50,1778535048,2026-05-12 05:30:48.000 PHT,10.199616,123.868065,930,333.4,-2.9,45,5,1
A320,3fa5cd50,1778535051,2026-05-12 05:30:51.000 PHT,10.201416,123.869957,922,329.7,-2.9,45,5,1
A320,3fa5cd50,1778535053,2026-05-12 05:30:53.000 PHT,10.202316,123.870934,907,326.0,-2.9,46,5,1
A320,3fa5cd50,1778535056,2026-05-12 05:30:56.000 PHT,10.204164,123.872871,907,326.0,-2.9,46,5,1
A320,3fa5cd50,1778535058,2026-05-12 05:30:58.000 PHT,10.205146,123.873466,892,322.2,-2.9,43,5,1
A320,3fa5cd50,1778535061,2026-05-12 05:31:01.000 PHT,10.207211,123.875427,892,322.2,-2.9,43,5,1
A320,3fa5cd50,1778535064,2026-05-12 05:31:04.000 PHT,10.208169,123.876869,869,326.0,-5.5,47,5,1
A320,3fa5cd50,1778535067,2026-05-12 05:31:07.000 PHT,10.209612,123.878395,838,326.0,-5.5,46,5,1
A320,3fa5cd50,1778535069,2026-05-12 05:31:09.000 PHT,10.211202,123.880089,838,326.0,-5.5,46,5,1
A320,3fa5cd50,1778535072,2026-05-12 05:31:12.000 PHT,10.212818,123.881538,808,322.2,-6.5,44,5,1
A320,3fa5cd50,1778535075,2026-05-12 05:31:15.000 PHT,10.214376,123.883041,800,318.5,-6.5,44,5,1
A320,3fa5cd50,1778535077,2026-05-12 05:31:17.000 PHT,10.215886,123.884415,777,318.5,-6.5,43,5,1
A320,3fa5cd50,1778535081,2026-05-12 05:31:21.000 PHT,10.218546,123.887154,754,311.1,-6.5,44,5,1
A320,3fa5cd50,1778535083,2026-05-12 05:31:23.000 PHT,10.219793,123.888618,747,311.1,-6.5,45,5,1
A320,3fa5cd50,1778535085,2026-05-12 05:31:25.000 PHT,10.220922,123.889854,732,307.4,-6.5,46,5,1
A320,3fa5cd50,1778535089,2026-05-12 05:31:29.000 PHT,10.222976,123.892067,732,307.4,-6.5,47,5,1
A320,3fa5cd50,1778535092,2026-05-12 05:31:32.000 PHT,10.22392,123.892944,709,300.0,-3.3,45,5,1
A320,3fa5cd50,1778535095,2026-05-12 05:31:35.000 PHT,10.225269,123.894318,701,292.6,-3.3,45,5,1
A320,3fa5cd50,1778535097,2026-05-12 05:31:37.000 PHT,10.226768,123.896172,686,288.9,-4.6,47,5,1
A320,3fa5cd50,1778535100,2026-05-12 05:31:40.000 PHT,10.228111,123.897446,686,288.9,-4.6,46,5,1
A320,3fa5cd50,1778535102,2026-05-12 05:31:42.000 PHT,10.229115,123.898453,671,285.2,-4.6,46,5,1
A320,3fa5cd50,1778535105,2026-05-12 05:31:45.000 PHT,10.231351,123.900528,648,281.5,-4.6,44,5,1
A320,3fa5cd50,1778535107,2026-05-12 05:31:47.000 PHT,10.232038,123.901108,648,281.5,-4.6,43,5,1
A320,3fa5cd50,1778535110,2026-05-12 05:31:50.000 PHT,10.23354,123.90239,632,281.5,-4.6,42,5,1
A320,3fa5cd50,1778535113,2026-05-12 05:31:53.000 PHT,10.234349,123.903191,625,277.8,-4.6,43,5,1
A320,3fa5cd50,1778535115,2026-05-12 05:31:55.000 PHT,10.236513,123.905182,610,277.8,-4.6,42,5,1
A320,3fa5cd50,1778535118,2026-05-12 05:31:58.000 PHT,10.23766,123.906181,594,274.1,-4.6,42,5,1
A320,3fa5cd50,1778535120,2026-05-12 05:32:00.000 PHT,10.238914,123.907394,587,274.1,-4.6,42,5,1
A320,3fa5cd50,1778535123,2026-05-12 05:32:03.000 PHT,10.240038,123.908455,579,274.1,-4.2,42,5,1
A320,3fa5cd50,1778535125,2026-05-12 05:32:05.000 PHT,10.242133,123.910439,564,270.4,-4.2,42,5,1
A320,3fa5cd50,1778535128,2026-05-12 05:32:08.000 PHT,10.243427,123.911583,556,270.4,-4.2,42,5,1
A320,3fa5cd50,1778535131,2026-05-12 05:32:11.000 PHT,10.244768,123.91288,541,266.7,-3.3,42,5,1
A320,3fa5cd50,1778535133,2026-05-12 05:32:13.000 PHT,10.246009,123.914146,533,266.7,-3.3,43,5,1
A320,3fa5cd50,1778535137,2026-05-12 05:32:17.000 PHT,10.247769,123.915749,526,266.7,-3.3,42,5,1
A320,3fa5cd50,1778535139,2026-05-12 05:32:19.000 PHT,10.249262,123.91732,511,266.7,-3.3,43,5,1
A320,3fa5cd50,1778535142,2026-05-12 05:32:22.000 PHT,10.249905,123.918083,503,266.7,-3.3,44,5,1
A320,3fa5cd50,1778535145,2026-05-12 05:32:25.000 PHT,10.251414,123.919762,503,266.7,-3.3,45,5,1
A320,3fa5cd50,1778535147,2026-05-12 05:32:27.000 PHT,10.252854,123.921074,488,266.7,-3.3,43,6,0
A320,3fa5cd50,1778535149,2026-05-12 05:32:29.000 PHT,10.253829,123.921898,472,266.7,-3.3,42,6,0
A320,3fa5cd50,1778535151,2026-05-12 05:32:31.000 PHT,10.25438,123.922386,465,266.7,-3.9,42,6,0
A320,3fa5cd50,1778535154,2026-05-12 05:32:34.000 PHT,10.255255,123.923302,457,266.7,-3.9,43,6,0
A320,3fa5cd50,1778535157,2026-05-12 05:32:37.000 PHT,10.256712,123.924889,450,266.7,-3.9,44,6,0
A320,3fa5cd50,1778535160,2026-05-12 05:32:40.000 PHT,10.258165,123.926414,434,270.4,-3.9,45,6,0
A320,3fa5cd50,1778535163,2026-05-12 05:32:43.000 PHT,10.259356,123.927742,427,270.4,-3.9,45,6,0
A320,3fa5cd50,1778535165,2026-05-12 05:32:45.000 PHT,10.260928,123.929482,411,274.1,-3.9,46,6,0
A320,3fa5cd50,1778535168,2026-05-12 05:32:48.000 PHT,10.261699,123.930275,404,274.1,-3.9,47,6,0
A320,3fa5cd50,1778535170,2026-05-12 05:32:50.000 PHT,10.262658,123.93132,396,274.1,-3.9,46,6,0
A320,3fa5cd50,1778535173,2026-05-12 05:32:53.000 PHT,10.263875,123.932594,389,274.1,-3.9,46,6,0
A320,3fa5cd50,1778535176,2026-05-12 05:32:56.000 PHT,10.265172,123.934082,381,274.1,-3.9,47,6,0
A320,3fa5cd50,1778535178,2026-05-12 05:32:58.000 PHT,10.266281,123.935143,366,277.8,-3.9,46,6,0
A320,3fa5cd50,1778535181,2026-05-12 05:33:01.000 PHT,10.268312,123.936943,351,277.8,-3.9,45,6,0
A320,3fa5cd50,1778535184,2026-05-12 05:33:04.000 PHT,10.269654,123.938454,351,277.8,-3.9,45,6,0
A320,3fa5cd50,1778535187,2026-05-12 05:33:07.000 PHT,10.271394,123.94017,328,277.8,-3.9,45,6,0
A320,3fa5cd50,1778535190,2026-05-12 05:33:10.000 PHT,10.272361,123.941101,312,274.1,-4.2,44,6,0
A320,3fa5cd50,1778535193,2026-05-12 05:33:13.000 PHT,10.273511,123.94239,305,274.1,-4.2,45,6,0
A320,3fa5cd50,1778535196,2026-05-12 05:33:16.000 PHT,10.275363,123.944374,297,274.1,-4.2,46,6,0
A320,3fa5cd50,1778535199,2026-05-12 05:33:19.000 PHT,10.276054,123.945076,282,274.1,-4.2,46,6,0
A320,3fa5cd50,1778535201,2026-05-12 05:33:21.000 PHT,10.277587,123.946548,267,274.1,-4.2,45,6,0
A320,3fa5cd50,1778535205,2026-05-12 05:33:25.000 PHT,10.279487,123.948242,259,274.1,-4.2,43,6,0
A320,3fa5cd50,1778535207,2026-05-12 05:33:27.000 PHT,10.280878,123.949493,251,274.1,-4.2,42,6,0
A320,3fa5cd50,1778535209,2026-05-12 05:33:29.000 PHT,10.282145,123.950806,236,274.1,-4.2,44,6,0
A320,3fa5cd50,1778535213,2026-05-12 05:33:33.000 PHT,10.283452,123.952065,229,274.1,-4.6,44,6,0
A320,3fa5cd50,1778535215,2026-05-12 05:33:35.000 PHT,10.284839,123.953232,221,274.1,-4.6,42,6,0
A320,3fa5cd50,1778535217,2026-05-12 05:33:37.000 PHT,10.285749,123.954178,213,274.1,-4.6,43,6,0
A320,3fa5cd50,1778535219,2026-05-12 05:33:39.000 PHT,10.287108,123.955757,206,274.1,-3.3,45,6,0
A320,3fa5cd50,1778535221,2026-05-12 05:33:41.000 PHT,10.287568,123.956284,191,274.1,-3.3,45,6,0
A320,3fa5cd50,1778535224,2026-05-12 05:33:44.000 PHT,10.289288,123.958221,191,274.1,-3.3,47,6,0
A320,3fa5cd50,1778535226,2026-05-12 05:33:46.000 PHT,10.28978,123.958801,175,274.1,-3.3,47,6,0
A320,3fa5cd50,1778535229,2026-05-12 05:33:49.000 PHT,10.291646,123.960655,160,274.1,-3.3,46,6,0
A320,3fa5cd50,1778535232,2026-05-12 05:33:52.000 PHT,10.292669,123.961655,152,274.1,-3.3,45,6,0
A320,3fa5cd50,1778535234,2026-05-12 05:33:54.000 PHT,10.293699,123.96273,145,274.1,-3.3,45,6,0
A320,3fa5cd50,1778535236,2026-05-12 05:33:56.000 PHT,10.294618,123.963692,145,274.1,-3.3,45,6,0
A320,3fa5cd50,1778535240,2026-05-12 05:34:00.000 PHT,10.2965,123.965744,114,274.1,-3.3,46,6,0
A320,3fa5cd50,1778535243,2026-05-12 05:34:03.000 PHT,10.297442,123.966682,107,274.1,-3.6,45,6,0
