,precision,recall,f1-score,support
authentic,0.9869281045751634,0.7905759162303665,0.877906976744186,191.0
modified_altitude,0.925,0.8705882352941177,0.896969696969697,170.0
modified_speed,0.7955555555555556,0.9781420765027322,0.8774509803921569,183.0
modified_position,0.8802083333333334,0.9086021505376344,0.8941798941798942,186.0
accuracy,0.8863013698630137,0.8863013698630137,0.8863013698630137,0.8863013698630137
macro avg,0.8969229983660131,0.8869770946412127,0.8866268870714835,730.0
weighted avg,0.8973406638911272,0.8863013698630137,0.8863781791400178,730.0
