scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,188,3,80,459,191,268,0.015706806282722512,0.14842300556586271
class,1,modified_altitude,131,39,0,560,170,131,0.22941176470588234,0.0
class,2,modified_speed,174,9,24,523,183,198,0.04918032786885246,0.043875685557586835
class,3,modified_position,128,58,5,539,186,133,0.3118279569892473,0.009191176470588236
macro_avg,,macro_avg,,,,,730,730,0.15153171396167614,0.050372466898509445
