,precision,recall,f1-score,support
authentic,0.0,0.0,0.0,1.0
modified_altitude,0.5,1.0,0.6666666666666666,1.0
modified_speed,0.0,0.0,0.0,0.0
modified_position,0.0,0.0,0.0,0.0
accuracy,0.5,0.5,0.5,0.5
macro avg,0.125,0.25,0.16666666666666666,2.0
weighted avg,0.25,0.5,0.3333333333333333,2.0
