csv_path,status,rows,window_count,true_label,true_label_name,predicted_label,predicted_label_name,score,decision_scope,decision_reason,decision_window_count,attack_window_count,attack_window_fraction,correct_if_labeled,authentic_score_mean,authentic_score_max,modified_altitude_score_max,modified_speed_score_max,modified_position_score_max,all_authentic_score_max,all_modified_altitude_score_max,all_modified_speed_score_max,all_modified_position_score_max,error
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_dvo_poison_seq/poispos_dvo_3f932ba1.csv,ok,341,14,3,modified_position,3,modified_position,0.9924838542938232,all_windows,qualified_attack_window,14,8,0.5714285714285714,True,0.41852569580078125,0.9866291284561157,0.3786576986312866,0.28776806592941284,0.9924838542938232,0.9866291284561157,0.3786576986312866,0.28776806592941284,0.9924838542938232,
