scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,0,1,0,6,1,0,1.0,0.0
class,1,modified_altitude,2,0,0,5,2,2,0.0,0.0
class,2,modified_speed,2,0,1,4,2,3,0.0,0.2
class,3,modified_position,2,0,0,5,2,2,0.0,0.0
macro_avg,,macro_avg,,,,,7,7,0.25,0.05
