csv_path,status,rows,window_count,true_label,true_label_name,predicted_label,predicted_label_name,score,decision_scope,decision_reason,decision_window_count,attack_window_count,attack_window_fraction,correct_if_labeled,authentic_score_mean,authentic_score_max,modified_altitude_score_max,modified_speed_score_max,modified_position_score_max,all_authentic_score_max,all_modified_altitude_score_max,all_modified_speed_score_max,all_modified_position_score_max,error
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_dvo_ready/dvopos/modpos_dvo_3f9c05dd.csv,ok,342,14,3,modified_position,3,modified_position,0.9999998807907104,all_windows,qualified_attack_window,14,7,0.5,True,0.44434523582458496,0.9183903932571411,0.11736898869276047,0.036423299461603165,0.9999998807907104,0.9183903932571411,0.11736898869276047,0.036423299461603165,0.9999998807907104,
