scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,6,0,1,17,6,7,0.0,0.05555555555555555
class,1,modified_altitude,5,1,0,18,6,5,0.16666666666666666,0.0
class,2,modified_speed,6,0,0,18,6,6,0.0,0.0
class,3,modified_position,6,0,0,18,6,6,0.0,0.0
macro_avg,,macro_avg,,,,,24,24,0.041666666666666664,0.013888888888888888
