csv_path,status,rows,window_count,true_label,true_label_name,predicted_label,predicted_label_name,score,decision_scope,decision_reason,decision_window_count,attack_window_count,attack_window_fraction,correct_if_labeled,authentic_score_mean,authentic_score_max,modified_altitude_score_max,modified_speed_score_max,modified_position_score_max,all_authentic_score_max,all_modified_altitude_score_max,all_modified_speed_score_max,all_modified_position_score_max,error
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_pps_ready/ppsalt/modalt_pps_3f9c3e07.csv,ok,400,18,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,18,8,0.4444444444444444,True,0.5427609086036682,0.9912885427474976,1.0,0.01445232518017292,0.018947023898363113,0.9912885427474976,1.0,0.01445232518017292,0.018947023898363113,
