scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,6,0,3,15,6,9,0.0,0.16666666666666666
class,1,modified_altitude,4,2,0,18,6,4,0.3333333333333333,0.0
class,2,modified_speed,5,1,0,18,6,5,0.16666666666666666,0.0
class,3,modified_position,6,0,0,18,6,6,0.0,0.0
macro_avg,,macro_avg,,,,,24,24,0.125,0.041666666666666664
