csv_path,status,rows,window_count,true_label,true_label_name,predicted_label,predicted_label_name,score,decision_scope,decision_reason,decision_window_count,attack_window_count,attack_window_fraction,correct_if_labeled,authentic_score_mean,authentic_score_max,modified_altitude_score_max,modified_speed_score_max,modified_position_score_max,all_authentic_score_max,all_modified_altitude_score_max,all_modified_speed_score_max,all_modified_position_score_max,error
/Users/alexbanados/Documents/ADSB/betatesting/betatesting_data/beta_dvo_poison_par/poispos_dvo_3f9fc7b2.csv,ok,538,26,3,modified_position,3,modified_position,1.0,all_windows,qualified_attack_window,26,12,0.46153846153846156,True,0.49890047311782837,0.9994872808456421,0.33887097239494324,0.03781649470329285,1.0,0.9994872808456421,0.33887097239494324,0.03781649470329285,1.0,
