,precision,recall,f1-score,support
authentic,0.0,0.0,0.0,1.0
modified_altitude,0.0,0.0,0.0,0.0
modified_speed,0.0,0.0,0.0,0.0
modified_position,0.0,0.0,0.0,0.0
accuracy,0.0,0.0,0.0,0.0
macro avg,0.0,0.0,0.0,1.0
weighted avg,0.0,0.0,0.0,1.0
