scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,117,11,7,344,128,124,0.0859375,0.019943019943019943
class,1,modified_altitude,109,3,18,349,112,127,0.026785714285714284,0.04904632152588556
class,2,modified_speed,109,12,7,351,121,116,0.09917355371900827,0.019553072625698324
class,3,modified_position,108,10,4,357,118,112,0.0847457627118644,0.0110803324099723
macro_avg,,macro_avg,,,,,479,479,0.07416063267914674,0.024905686626144036
