sequence_index,t_elapsed_sec,dt,t_norm,latitude,longitude,altitude_meters,speed_kmh,verticalSpeed_ms,heading,x_wrt0,y_wrt0,delta_altitude,delta_speed,delta_heading,turn_rate,acceleration,distance_per_timestep,route_progress,label
186,1935,32.0,0.5332047395976853,12.121628,123.119141,11278,870.4,0.3,143,227348.07100050128,-265596.67681800865,0.0,0.0,0.0,0.0,0.0,7847.240698091077,0.5880767876588677,0
187,1967,32.0,0.5420225957564068,12.065094,123.161003,11285,868.6,0.3,144,231904.82135512904,-271882.97948393115,7.0,-1.7999999999999543,1.0,0.03125,-0.0562499999999985,7761.067487857753,0.5995512509988337,0
188,2000,33.0,0.5511160099200881,12.009267,123.202324,11285,866.7,-0.3,144,236403.67434090484,-278090.66722812864,0.0,-1.8999999999999773,0.0,0.0,-0.0575757575757568,7663.446973299307,0.6108813858662947,0
189,2031,31.0,0.5596583080738495,11.95508,123.242607,11194,850.1,-6.5,143,240790.3314352033,-284115.995040743,-91.0,-16.600000000000023,-1.0,-0.032258064516129,-0.5354838709677426,7450.078982217629,0.6218960637176405,0
190,2062,31.0,0.5682006062276109,11.902267,123.281662,10851,839.0,-15.3,143,245044.27811490532,-289988.5408131166,-343.0,-11.100000000000025,0.0,0.0,-0.358064516129033,7248.470970712069,0.6326126712660693,0
191,2092,30.0,0.5764673463764123,11.850384,123.319992,10493,846.4,-4.6,143,249220.12065164527,-295757.6751608729,-358.0,7.399999999999977,0.0,0.0,0.2466666666666659,7118.924989077593,0.6431377496699019,0
192,2124,32.0,0.5852852025351336,11.794327,123.361504,10234,857.5,-14.3,143,253743.49062688457,-301990.93777352426,-259.0,11.100000000000025,0.0,0.0,0.3468750000000007,7698.442650446446,0.6545196244062804,0
193,2156,32.0,0.594103058693855,11.737681,123.40345,9731,859.3,-16.3,143,258315.13519032396,-308289.69428843283,-503.0,1.7999999999999543,0.0,0.0,0.0562499999999985,7779.74291032492,0.6660216986967752,0
194,2189,33.0,0.6031964728575365,11.68158,123.444893,9220,861.2,-14.6,143,262832.99632537685,-314527.84948461415,-511.0,1.900000000000091,0.0,0.0,0.0575757575757603,7699.085423816953,0.6774045237508114,0
195,2221,32.0,0.612014329016258,11.625687,123.486282,8793,840.8,-11.4,144,267345.8551613734,-320742.87610410724,-427.0,-20.40000000000009,1.0,0.03125,-0.6375000000000028,7677.439298363179,0.6887553457751922,0
196,2253,32.0,0.6208321851749793,11.571815,123.52594,8352,826.0,-12.7,144,271671.0405776192,-326733.177466448,-441.0,-14.799999999999956,0.0,0.0,-0.4624999999999986,7385.373064530996,0.6996743582194872,0
197,2284,31.0,0.6293744833287407,11.520859,123.56366,7955,805.6,-12.7,143,275785.5184206157,-332399.23397482786,-397.0,-20.399999999999977,-1.0,-0.032258064516129,-0.6580645161290315,6999.382745440126,0.7100226976509629,0
198,2315,31.0,0.6379167814825021,11.470413,123.60083,7567,790.8,-13.0,143,279840.9022870531,-338008.58099228865,-388.0,-14.800000000000068,0.0,0.0,-0.4774193548387119,6918.740915531203,0.7202518109937072,0
199,2347,32.0,0.6467346376412235,11.418938,123.638832,7148,777.8,-12.7,143,283987.7928507463,-343732.34774730966,-419.0,-13.0,0.0,0.0,-0.40625,7065.018645877174,0.7306971907787849,0
200,2379,32.0,0.6555524937999448,11.36824,123.676224,6736,766.7,-13.0,144,288068.9222535506,-349369.71592498943,-412.0,-11.099999999999907,1.0,0.03125,-0.3468749999999971,6956.481353067838,0.7409821020214478,0
201,2411,32.0,0.6643703499586663,11.318893,123.712639,6325,757.5,-12.4,143,292044.1397521332,-354856.8595492737,-411.0,-9.200000000000044,-1.0,-0.03125,-0.2875000000000014,6772.754158115166,0.7509953791150277,0
202,2444,33.0,0.6734637641223478,11.269924,123.748695,5928,740.8,-12.7,143,295980.94598879095,-360301.97143322945,-397.0,-16.700000000000045,0.0,0.0,-0.5060606060606074,6716.157115271309,0.7609249794857498,0
203,2476,32.0,0.6822816202810692,11.221527,123.784332,5532,727.8,-12.4,144,299872.69961189723,-365683.4797312918,-396.0,-13.0,1.0,0.03125,-0.40625,6638.230075128629,0.7707393674882367,0
204,2509,33.0,0.6913750344447506,11.17424,123.819138,5151,714.9,-12.0,144,303674.3825676056,-370941.561490295,-381.0,-12.899999999999975,0.0,0.0,-0.3909090909090902,6485.476613464185,0.780327914909043,0
205,2519,10.0,0.6941306144943511,11.157486,123.829269,5014,713.0,-12.0,152,304782.8760342822,-372804.52386452735,-137.0,-1.8999999999999773,8.0,0.8,-0.1899999999999977,2166.121133218908,0.7835304482682659,0
206,2522,3.0,0.6949572885092312,11.154288,123.830711,4991,713.0,-12.4,154,304941.15233195724,-373160.1257311144,-23.0,0.0,2.0,0.6666666666666666,0.0,388.844740735525,0.7841053414423671,0
207,2524,2.0,0.6955084045191513,11.150574,123.832253,4968,713.0,-12.0,156,305110.5851530929,-373573.1042591016,-23.0,0.0,2.0,1.0,0.0,445.92700004174566,0.7847646287146766,0
208,2526,2.0,0.6960595205290714,11.146133,123.833771,4938,714.9,-12.0,159,305277.85908286786,-374066.9216104188,-30.0,1.8999999999999773,3.0,1.5,0.9499999999999886,520.8472942397281,0.7855346829878579,0
209,2528,2.0,0.6966106365389915,11.1427,123.834816,4907,711.2,-10.7,162,305393.2408710791,-374448.6543208606,-31.0,-3.699999999999932,3.0,1.5,-1.849999999999966,398.3938007214325,0.7861236941088665,0
210,2530,2.0,0.6971617525489116,11.139908,123.835571,4892,713.0,-9.4,165,305476.7927882222,-374759.1109848724,-15.0,1.7999999999999543,3.0,1.5,0.8999999999999773,321.1980258293452,0.7865985740114076,0
211,2532,2.0,0.6977128685588316,11.136459,123.83625,4877,713.0,-8.8,168,305552.504155368,-375142.6228165979,-15.0,0.0,3.0,1.5,0.0,390.60091070645336,0.7871760636205974,0
212,2534,2.0,0.6982639845687517,11.131943,123.836899,4854,714.9,-8.5,171,305625.6112384169,-375644.77979893266,-23.0,1.8999999999999773,3.0,1.5,0.9499999999999886,507.1245459297907,0.7879258292965399,0
213,2536,2.0,0.6988151005786718,11.128372,123.837227,4839,711.2,-7.8,173,305663.3415231844,-376041.8574304464,-15.0,-3.699999999999932,2.0,1.0,-1.849999999999966,398.6869481922102,0.7885152738256992,0
214,2538,2.0,0.6993662165885919,11.124867,123.83741,4823,711.2,-7.5,176,305685.31043757335,-376431.59618666506,-16.0,0.0,3.0,1.5,0.0,390.2498527091351,0.7890922444080763,0
215,2540,2.0,0.699917332598512,11.121841,123.83741,4808,711.2,-6.8,179,305687.14688280417,-376768.0724994517,-15.0,0.0,3.0,1.5,0.0,336.4763127866225,0.7895897127166405,0
216,2542,2.0,0.700468448608432,11.118071,123.837265,4793,711.2,-6.5,182,305673.7128239959,-377187.277951932,-15.0,0.0,3.0,1.5,0.0,419.5038762224059,0.7902099343364394,0
