sequence_index,t_elapsed_sec,dt,t_norm,latitude,longitude,altitude_meters,speed_kmh,verticalSpeed_ms,heading,x_wrt0,y_wrt0,delta_altitude,delta_speed,delta_heading,turn_rate,acceleration,distance_per_timestep,route_progress,label
15,56,7.0,0.0273571079628724,14.523973,121.003609,198.0,309.3,16.3,314,-1560.421382827476,1538.7175202716746,99.0,9.300000000000011,0.0,0.0,1.3285714285714303,558.2663667554144,0.0061977209248242,0
16,64,8.0,0.0312652662432828,14.528907,120.99855,351.0,314.8,19.8,315,-2104.973779703943,2087.354046143874,153.0,5.5,1.0,0.125,0.6875,773.0069509547831,0.0083802274041938,0
17,71,7.0,0.0346849047386419,14.532398,120.994987,472.0,313.0,19.8,314,-2488.488871263814,2475.536071239117,121.0,-1.8000000000000114,-1.0,-0.1428571428571428,-0.2571428571428588,545.6824747023994,0.0099209063531288,0
18,79,8.0,0.0385930630190522,14.537247,120.989922,632.0,303.7,15.3,314,-3033.6669745189365,3014.7210152915823,160.0,-9.300000000000011,0.0,0.0,-1.1625000000000014,766.7720511299638,0.0120858092271892,0
19,88,9.0,0.0429897410845139,14.541687,120.98542,747.0,307.4,10.1,315,-3518.2347410932125,3508.42717152837,115.0,3.6999999999999886,1.0,0.1111111111111111,0.4111111111111099,691.7748179491457,0.0140389650436717,0
20,96,8.0,0.0468978993649242,14.546457,120.98053,831.0,326.0,6.2,315,-4044.553908116081,4038.827704242311,84.0,18.600000000000023,0.0,0.0,2.325000000000003,747.2194998116488,0.0161486632783848,0
21,105,9.0,0.0512945774303859,14.551666,120.975334,884.0,348.2,5.2,316,-4603.794470118592,4618.042877179041,53.0,22.19999999999999,1.0,0.1111111111111111,2.4666666666666655,805.1348286510174,0.018421879551701,0
22,113,8.0,0.0552027357107962,14.557071,120.969788,953.0,366.7,9.1,311,-5200.69247171037,5219.052285841071,69.0,18.5,-5.0,-0.625,2.3125,847.0535557932845,0.0208134490862421,0
23,116,3.0,0.0566682950659501,14.558533,120.967949,975.0,374.1,8.8,308,-5398.618888523696,5381.6194931426835,22.0,7.400000000000034,-3.0,-1.0,2.466666666666678,256.1277913500302,0.0215365998463712,0
24,118,2.0,0.0576453346360527,14.559586,120.966339,991.0,377.8,8.8,304,-5571.9004623034425,5498.707912628264,16.0,3.6999999999999886,-4.0,-2.0,1.8499999999999943,209.1269409592336,0.0221270484873447,0
25,120,2.0,0.0586223742061553,14.560593,120.964638,1006.0,383.4,8.5,300,-5754.9766883995035,5610.681358423744,15.0,5.599999999999966,-4.0,-2.0,2.799999999999983,214.59752664208727,0.0227329427704097,0
26,122,2.0,0.0595994137762579,14.561325,120.96312,1021.0,387.1,8.1,296,-5918.358410076054,5692.076157154694,15.0,3.7000000000000455,-4.0,-2.0,1.8500000000000227,182.52592745311463,0.0232482861561676,0
27,124,2.0,0.0605764533463605,14.562145,120.961113,1036.0,392.6,8.1,290,-6134.37222291456,5783.256122945981,15.0,5.5,-6.0,-3.0,2.75,234.4561329278578,0.0239102491936422,0
28,126,2.0,0.0615534929164631,14.56289,120.958702,1059.0,398.2,7.8,285,-6393.871049732145,5866.096457720023,23.0,5.599999999999966,-5.0,-2.5,2.799999999999983,272.3814695113382,0.0246792905603911,0
29,128,2.0,0.0625305324865657,14.563355,120.95668,1074.0,401.9,6.8,282,-6611.503055087892,5917.802170028644,15.0,3.6999999999999886,-3.0,-1.5,1.8499999999999943,223.67114381986275,0.025310803278397,0
30,130,2.0,0.0635075720566683,14.563682,120.954941,1082.0,407.4,6.2,278,-6798.675945644835,5954.162961264839,8.0,5.5,-4.0,-2.0,2.75,190.654619197961,0.0258490971982736,0
31,132,2.0,0.0644846116267708,14.563889,120.952652,1097.0,411.1,6.5,274,-7045.0498421387565,5977.1803428733,15.0,3.7000000000000455,-4.0,-2.0,1.8500000000000227,247.42017518734843,0.0265476628900907,0
32,134,2.0,0.0654616511968734,14.56398,120.949905,1120.0,418.6,7.2,269,-7340.722354878086,5987.299095174597,23.0,7.5,-5.0,-2.5,3.75,295.8110811452718,0.0273828553815313,0
33,136,2.0,0.066438690766976,14.563868,120.948196,1128.0,422.3,7.5,265,-7524.672861726243,5974.845246188358,8.0,3.6999999999999886,-4.0,-2.0,1.8499999999999943,184.34736276073195,0.0279033414045652,0
34,138,2.0,0.0674157303370786,14.563496,120.945351,1151.0,427.8,8.1,261,-7830.901746805517,5933.480676341674,23.0,5.5,-4.0,-2.0,2.75,308.9667549145796,0.0287756776024196,0
35,141,3.0,0.0688812896922325,14.562984,120.943184,1166.0,437.1,8.5,255,-8064.156878013689,5876.548795261925,15.0,9.300000000000011,-6.0,-2.0,3.1000000000000036,240.0662698149441,0.0294534802906128,0
36,143,2.0,0.0698583292623351,14.562378,120.940956,1181.0,440.8,8.5,251,-8303.980086910267,5809.164576640628,15.0,3.6999999999999886,-4.0,-2.0,1.8499999999999943,249.07174605815123,0.0301567090247508,0
37,145,2.0,0.0708353688324377,14.561447,120.938416,1204.0,446.3,8.5,248,-8577.392618882575,5705.641956943067,23.0,5.5,-3.0,-1.5,2.75,292.3082183385772,0.0309820115394423,0
38,147,2.0,0.0718124084025403,14.560329,120.935913,1227.0,451.9,8.8,244,-8846.827510730393,5581.325857242021,23.0,5.599999999999966,-4.0,-2.0,2.799999999999983,296.683492451944,0.0318196671954472,0
39,149,2.0,0.0727894479726428,14.559258,120.933937,1242.0,457.4,8.8,241,-9059.538425620882,5462.23592631175,15.0,5.5,-3.0,-1.5,2.75,243.7394977650492,0.0325078408690389,0
40,152,3.0,0.0742550073277967,14.557755,120.931442,1265.0,461.1,8.8,237,-9328.122901443248,5295.109720720926,23.0,3.7000000000000455,-4.0,-1.3333333333333333,1.2333333333333485,316.2849967346854,0.0334008393781057,0
41,154,2.0,0.0752320468978993,14.556652,120.92984,1280.0,466.7,8.5,233,-9500.580668132165,5172.461547223259,15.0,5.599999999999966,-4.0,-2.0,2.799999999999983,211.58879097658473,0.0339982388021315,0
42,156,2.0,0.0762090864680019,14.554688,120.92746,1295.0,474.1,8.1,227,-9756.800100612269,4954.07440964474,15.0,7.400000000000034,-6.0,-3.0,3.700000000000017,336.6094013402372,0.0349486211997728,0
43,158,2.0,0.0771861260381045,14.552602,120.925354,1318.0,479.7,7.8,223,-9983.531758837778,4722.121472277493,23.0,5.599999999999966,-4.0,-2.0,2.799999999999983,324.31184188988624,0.0358642826894745,0
44,160,2.0,0.0781631656082071,14.550926,120.923866,1334.0,483.4,7.8,219,-10143.73555091871,4535.758517806244,16.0,3.6999999999999886,-4.0,-2.0,1.8499999999999943,245.72209782779677,0.0365580540326313,0
45,163,3.0,0.079628724963361,14.548971,120.922371,1349.0,487.1,8.5,215,-10304.700529183709,4318.372135949539,15.0,3.7000000000000455,-4.0,-1.3333333333333333,1.2333333333333485,270.4576579782101,0.0373216637132474,0
46,165,2.0,0.0806057645334636,14.546084,120.920631,1372.0,490.8,9.1,211,-10492.060683650969,3997.3519393153074,23.0,3.6999999999999886,-4.0,-2.0,1.8499999999999943,371.6536316657056,0.0383709899297707,0
47,167,2.0,0.0815828041035661,14.54385,120.919525,1394.0,496.3,10.1,204,-10611.16366785085,3748.942130073501,22.0,5.5,-7.0,-3.5,2.75,275.4596622249148,0.0391487222604675,0
48,169,2.0,0.0825598436736687,14.541,120.918365,1417.0,498.2,11.7,199,-10736.095400257303,3432.03615140791,23.0,1.8999999999999773,-5.0,-2.5,0.9499999999999886,340.6139714874621,0.0401104111544897,0
49,171,2.0,0.0835368832437713,14.538712,120.917755,1440.0,498.2,13.3,194,-10801.812178161956,3177.6218078337997,23.0,0.0,-5.0,-2.5,0.0,262.7497947686649,0.0408522584675409,0
50,174,3.0,0.0850024425989252,14.535704,120.917114,1471.0,498.2,14.6,190,-10870.884224938436,2843.1470064911605,31.0,0.0,-4.0,-1.3333333333333333,0.0,341.51659260892035,0.0418164958204658,0
51,176,2.0,0.0859794821690278,14.533127,120.916901,1501.0,498.2,16.6,185,-10893.875453701006,2556.597284729461,30.0,0.0,-5.0,-2.5,0.0,287.46542570796123,0.0426281252028762,0
52,178,2.0,0.0869565217391304,14.531095,120.916779,1532.0,496.3,18.5,182,-10907.057962657907,2330.648881694872,31.0,-1.8999999999999773,-3.0,-1.5,-0.9499999999999886,226.32968161284305,0.0432671440318577,0
53,180,2.0,0.087933561309233,14.528115,120.916832,1577.0,494.5,19.8,178,-10901.426293154476,1999.2875425990576,45.0,-1.8000000000000114,-4.0,-2.0,-0.9000000000000057,331.410444112623,0.0442028477027149,0
54,182,2.0,0.0889106008793356,14.525436,120.916946,1623.0,492.6,19.8,176,-10889.220807278169,1701.3959226532531,46.0,-1.8999999999999773,-2.0,-1.0,-0.9499999999999886,298.14425089643737,0.0450446276615686,0
55,184,2.0,0.0898876404494382,14.52301,120.917091,1661.0,490.8,18.9,175,-10873.671947743704,1431.636658006718,38.0,-1.8000000000000114,-1.0,-0.5,-0.9000000000000057,270.21041978006764,0.0458075392902865,0
56,186,2.0,0.0908646800195407,14.520538,120.917328,1692.0,492.6,17.6,174,-10848.220627250645,1156.7624196693744,31.0,1.8000000000000114,-1.0,-0.5,0.9000000000000057,276.0555631357906,0.0465869540865774,0
57,189,3.0,0.0923302393746946,14.517269,120.917694,1737.0,492.6,16.3,173,-10808.902092823068,793.2657023859705,45.0,0.0,-1.0,-0.3333333333333333,0.0,365.62555213892534,0.0476192606338609,0
58,191,2.0,0.0933072789447972,14.514999,120.917992,1768.0,496.3,15.0,172,-10776.87867088382,540.8528702558439,31.0,3.6999999999999886,-1.0,-0.5,1.8499999999999943,254.4430333662623,0.0483376546512322,0
59,193,2.0,0.0942843185148998,14.512161,120.918419,1806.0,496.3,14.3,171,-10730.982129978842,225.28123255337945,38.0,0.0,-1.0,-0.5,0.0,318.90163192643905,0.0492380409635433,0
60,195,2.0,0.0952613580850024,14.509495,120.9188,1836.0,498.2,13.7,171,-10690.032672787966,-71.1648513496858,30.0,1.8999999999999773,0.0,0.0,0.9499999999999886,299.2698103589022,0.0500829988250234,0
61,197,2.0,0.096238397655105,14.50712,120.919189,1859.0,501.9,14.0,171,-10648.214525362044,-335.25316690416855,23.0,3.6999999999999886,0.0,0.0,1.8499999999999943,267.3877328986953,0.0508379408845153,0
62,199,2.0,0.0972154372252076,14.503784,120.919693,1897.0,503.7,14.6,171,-10594.039204489824,-706.1999545633228,38.0,1.8000000000000114,0.0,0.0,0.9000000000000057,374.8936148874459,0.0518964148640255,0
63,202,3.0,0.0986809965803615,14.501208,120.920105,1928.0,505.6,16.6,171,-10549.748817815553,-992.6384812447028,31.0,1.900000000000034,0.0,0.0,0.6333333333333447,289.85200765766274,0.0527147825177572,0
64,204,2.0,0.099658036150464,14.498795,120.920502,1958.0,505.6,17.9,171,-10507.068810313973,-1260.952209848145,30.0,0.0,0.0,0.0,0.0,271.69619580271694,0.0534818890839104,0
65,206,2.0,0.1006350757205666,14.496048,120.920929,2004.0,501.9,20.8,171,-10461.1666697437,-1566.405095249666,46.0,-3.7000000000000455,0.0,0.0,-1.8500000000000227,308.8924826880623,0.0543540155816897,0
66,208,2.0,0.1016121152906692,14.493201,120.92131,2050.0,500.0,23.7,171,-10420.21831636845,-1882.9774886746525,46.0,-1.8999999999999773,0.0,0.0,-0.9499999999999886,319.21852254068506,0.0552552966024093,0
67,223,15.0,0.1089399120664386,14.474945,120.923813,2416.0,476.0,22.8,172,-10151.182395269878,-3912.954873417853,366.0,-24.0,1.0,0.0666666666666666,-1.6,2047.7854388919943,0.0610370104449825,0
68,236,13.0,0.1152906692721055,14.459976,120.925659,2705.0,451.9,19.8,173,-9952.78375544699,-5577.43402943402,289.0,-24.100000000000023,1.0,0.0769230769230769,-1.8538461538461557,1676.3040389481937,0.065769884349776,0
69,250,14.0,0.1221299462628236,14.44519,120.92746,2911.0,455.6,11.4,173,-9759.212394485035,-7221.56448576692,206.0,3.7000000000000455,0.0,0.0,0.2642857142857175,1655.5276621377045,0.0704440982684586,0
70,263,13.0,0.1284807034684904,14.429192,120.929359,3018.0,483.4,5.5,173,-9555.1025971821,-9000.463379342767,107.0,27.799999999999955,0.0,0.0,2.138461538461535,1790.6138588780814,0.0754997143198064,0
71,276,13.0,0.1348314606741573,14.413605,120.931152,3101.0,513.0,7.8,173,-9362.382438206188,-10733.661094943003,83.0,29.600000000000023,0.0,0.0,2.2769230769230786,1743.920380988251,0.0804234960869826,0
72,289,13.0,0.1411822178798241,14.39621,120.933052,3239.0,529.7,13.0,173,-9158.164522775043,-12667.899515605352,138.0,16.700000000000045,0.0,0.0,1.284615384615388,1945.0324343229072,0.0859150972753685,0
73,302,13.0,0.1475329750854909,14.378174,120.935036,3414.0,538.9,12.7,173,-8944.89814000778,-14673.413982697351,175.0,9.199999999999932,0.0,0.0,0.7076923076923024,2016.8670550321633,0.0916095162067867,0
74,315,13.0,0.1538837322911578,14.36062,120.936974,3574.0,551.9,13.0,173,-8736.558250353706,-16625.332421116716,160.0,13.0,0.0,0.0,1.0,1963.049671394636,0.0971519872309494,0
75,328,13.0,0.1602344894968246,14.342745,120.938942,3749.0,555.6,15.6,173,-8524.97717535653,-18612.944480291066,175.0,3.7000000000000455,0.0,0.0,0.2846153846153881,1998.8864035717468,0.1027956396223422,0
76,361,33.0,0.1763556424035173,14.297356,120.944008,4244.0,553.7,15.3,173,-7980.237590873234,-23659.97797701079,495.0,-1.8999999999999773,0.0,0.0,-0.0575757575757568,5076.461117629653,0.1171285111027472,0
77,392,31.0,0.1914997557401074,14.253085,120.948921,4663.0,563.0,15.9,173,-7451.846862115241,-28582.695374029645,419.0,9.299999999999956,0.0,0.0,0.2999999999999985,4951.105517158979,0.131107453799052,0
78,425,33.0,0.2076209086468002,14.206512,120.954071,4961.0,601.9,3.9,173,-6897.855721712052,-33761.38384574602,298.0,38.89999999999998,0.0,0.0,1.178787878787878,5208.352216316832,0.1458127063778423,0
79,457,32.0,0.2232535417684416,14.155465,120.959763,5121.0,664.9,5.9,173,-6285.419447441028,-39437.55910642722,160.0,63.0,0.0,0.0,1.96875,5709.24808249362,0.1619321874730386,0
80,487,30.0,0.2379091353199804,14.104706,120.965294,5433.0,683.4,11.7,173,-5690.185837597383,-45081.71018400098,312.0,18.5,0.0,0.0,0.6166666666666667,5675.574731909114,0.1779565952888264,0
81,519,32.0,0.2535417684416219,14.049683,120.971359,5822.0,688.9,11.4,173,-5037.321198390248,-51199.997083690665,389.0,5.5,0.0,0.0,0.171875,6153.156958095157,0.195329407930464,0
82,550,31.0,0.268685881778212,13.996948,120.977234,6119.0,703.8,9.1,173,-4404.750096070911,-57063.869639806064,297.0,14.899999999999975,0.0,0.0,0.4806451612903218,5898.025604211355,0.2119818831517796,0
83,583,33.0,0.2848070346849047,13.938446,120.983719,6462.0,713.0,10.4,173,-3706.3286988260897,-63569.00422362805,343.0,9.200000000000044,0.0,0.0,0.2787878787878801,6542.665050936557,0.230454432264536,0
84,613,30.0,0.2994626282364436,13.883599,120.989731,6782.0,720.4,9.8,173,-3058.6900982684083,-69667.7207891967,320.0,7.399999999999977,0.0,0.0,0.2466666666666659,6133.140467081106,0.2477707303802971,0
85,645,32.0,0.315095261358085,13.826108,120.99614,7041.0,733.4,10.7,173,-2368.1062470048146,-76060.43714690281,259.0,13.0,0.0,0.0,0.40625,6430.052009965596,0.2659253280292573,0
