scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,147,1,11,392,148,158,0.006756756756756757,0.02729528535980149
class,1,modified_altitude,123,3,2,423,126,125,0.023809523809523808,0.004705882352941176
class,2,modified_speed,132,7,0,412,139,132,0.050359712230215826,0.0
class,3,modified_position,136,2,0,413,138,136,0.014492753623188406,0.0
macro_avg,,macro_avg,,,,,551,551,0.0238546866049212,0.008000291928185667
