,precision,recall,f1-score,support
authentic,0.930379746835443,0.9932432432432432,0.9607843137254902,148.0
modified_altitude,0.984,0.9761904761904762,0.9800796812749004,126.0
modified_speed,1.0,0.9496402877697842,0.974169741697417,139.0
modified_position,1.0,0.9855072463768116,0.9927007299270073,138.0
accuracy,0.9764065335753176,0.9764065335753176,0.9764065335753176,0.9764065335753176
macro avg,0.9785949367088608,0.9761453133950787,0.9769336166562038,551.0
weighted avg,0.9776410209285764,0.9764065335753176,0.9765669929181088,551.0
