bin_id,route_progress_center,route_progress_bin_center,latitude,longitude,verticalSpeed_ms,x_wrt0,y_wrt0,altitude_meters,speed_kmh,delta_altitude,delta_speed,delta_heading,turn_rate,acceleration,distance_per_timestep
412,0.20625,0.20625,13.746969,121.061905,7.5,6512.688884405828,-83528.63232062766,6523.0,750.1,221.0,3.7000000000000455,0.0,0.0,0.2312499999999993,6568.4479720127965
413,0.20675,0.20675,13.7278405,121.0529745,7.8,4905.630663294908,-85928.27774960731,6469.5,766.7,217.5,6.5,0.0,0.0,0.29874999999999996,6636.3807446385945
414,0.20725,0.20725,13.728177,121.063511,7.35,6502.833037715574,-85595.41527692834,6450.0,756.55,213.0,3.7000000000000455,0.0,0.0,0.23125000000000104,6542.1836928956645
415,0.20775,0.20775,13.73378,121.0552485,7.5,5637.906247964147,-85106.9908870024,6557.0,770.4,221.0,8.300000000000011,0.0,0.0,0.2818181818181804,6627.49023870655
416,0.20825,0.20825,13.725177,121.05440899999999,6.8,5498.419434381269,-86339.53275385109,6618.0,755.6,217.5,5.5499999999999545,0.0,0.0,0.2043346774193545,6582.924937119735
417,0.20875,0.20875,13.715782,121.05072,7.5,5232.441933280363,-87363.47265018134,6640.5,765.8,214.0,6.449999999999989,0.0,0.0,0.2349798387096767,6620.822983652179
418,0.20925,0.20925,13.732305,121.062706,7.2,6135.353830707991,-85777.77520851143,6835.0,755.6,214.0,7.399999999999977,0.0,0.0,0.2906249999999986,6560.294168998544
419,0.20975,0.20975,13.728674,121.048714,7.2,5194.502431433025,-86363.773281342,6584.0,761.2,199.0,7.399999999999977,0.0,0.0,0.2387096774193541,6536.265059635734
420,0.21025,0.21025,13.710286,121.045822,7.2,4205.945628914657,-88315.4693296009,6469.0,774.1,228.0,7.399999999999977,0.0,0.0,0.2466666666666659,6717.1330881722415
421,0.21075,0.21075,13.703339,121.050156,7.5,4999.333263751673,-89151.98991819775,6614.0,751.9,221.0,9.199999999999932,0.0,0.0,0.2906249999999986,6557.540030661885
422,0.21125,0.21125,13.736448,121.050064,7.5,5378.728910294308,-85512.57494215429,6584.0,759.3,236.0,5.600000000000023,0.0,0.0,0.1806451612903233,6579.990935556043
423,0.21175,0.21175,13.711776,121.051414,7.2,5375.544207404415,-88108.20170004584,6713.0,757.5,229.0,7.399999999999977,0.0,0.0,0.2312500000000028,6573.271784406771
424,0.21225,0.21225,13.703098,121.05533600000001,7.5,5876.81232376486,-88399.97759057849,6671.0,766.7,221.0,6.5,0.0,0.0,0.341619318181817,6658.499853000831
425,0.21275,0.21275,13.708284,121.04789,6.8,4750.734372637488,-88962.73589164032,6408.0,774.1,213.0,9.300000000000068,0.0,0.0,0.3468750000000007,6734.478779066441
426,0.21325,0.21325,13.697113,121.055084,7.5,5825.1228346445605,-89814.26781606863,6561.0,768.6,229.0,5.600000000000023,0.0,0.0,0.1866666666666674,6703.612899312631
427,0.21375,0.21375,13.701645,121.05101,7.2,5153.359003707473,-89154.21381980255,6660.0,766.7,228.0,5.5,0.0,0.0,0.224242424242427,6724.770574121198
428,0.21425,0.21425,13.7234835,121.0512465,7.8,5245.613344163546,-86184.74920216601,6614.5,764.85,213.0,5.600000000000023,0.0,0.0,0.1723484848484855,6699.070466986939
429,0.21475,0.21475,13.691849,121.044762,7.2,4626.214841733664,-89625.4585698323,6782.0,759.3,229.0,3.7000000000000455,0.0,0.0,0.2312499999999993,6565.540110973546
430,0.21525,0.21525,13.68026,121.049477,6.5,4847.237279078503,-91026.40538569452,6789.0,764.9,198.0,9.200000000000044,0.0,0.0,0.4111111111111099,6687.359514603566
431,0.21575,0.21575,13.687801499999999,121.0358085,7.2,3237.249983568535,-90246.81667817698,6595.0,776.0,217.5,7.399999999999977,0.0,0.0,0.2387096774193541,6827.499717396604
432,0.21625,0.21625,13.69574,121.051651,7.2,5162.599084569573,-89197.69109617372,6683.0,770.4,213.0,9.199999999999932,0.0,0.0,0.2875000000000014,6680.871006849494
433,0.21675,0.21675,13.716430500000001,121.046383,7.2,4178.234405869513,-87580.52544679743,6614.5,763.0,221.0,8.350000000000023,0.0,0.0,0.2890625,6747.882615351117
434,0.21725,0.21725,13.6831015,121.049114,7.2,5167.914656063214,-90669.91395846577,6629.5,772.3,206.0,5.5499999999999545,0.0,0.0,0.2349798387096767,6742.2777815625805
435,0.21775,0.21775,13.685939,121.058395,7.2,6030.907876667008,-91012.50600066502,6782.0,766.7,221.0,7.399999999999977,0.0,0.0,0.2387096774193541,6671.951831581952
436,0.21825,0.21825,13.672485,121.046257,7.2,5002.245962095382,-91779.75205427654,6850.0,759.3,213.0,5.600000000000023,0.0,0.0,0.2312499999999993,6550.859551575789
437,0.21875,0.21875,13.685806,121.040565,6.5,4111.519139417067,-90313.7561164778,6614.0,763.0,213.0,7.399999999999977,0.0,0.0,0.2874999999999978,6718.243124091747
438,0.21925,0.21925,13.661918,121.046692,6.5,5029.498725107319,-92967.4267062507,6668.0,770.4,206.0,7.399999999999977,0.0,0.0,0.2387096774193541,6723.4333009594175
439,0.21975,0.21975,13.6891935,121.0551075,6.8,5839.611628282364,-90028.76312583915,6679.0,767.6500000000001,221.0,3.6999999999999886,0.0,0.0,0.21268817204301074,6498.283617472949
440,0.22025,0.22025,13.659357499999999,121.05025499999999,6.5,5161.802798469931,-93966.06972182842,6503.5,777.8,202.0,5.5499999999999545,0.0,0.0,0.1762096774193552,6679.5824247865385
441,0.22075,0.22075,13.685852,121.052193,6.8,5423.033544354501,-90399.59871841798,6668.0,776.0,206.0,7.399999999999977,0.0,0.0,0.2906249999999986,6740.073751330414
442,0.22125,0.22125,13.667603499999998,121.042156,6.5,4246.624752513416,-92603.20722094619,6949.0,771.3499999999999,206.0,8.349999999999966,0.0,0.0,0.29062500000000036,6618.264728117998
443,0.22175,0.22175,13.654842,121.050636,6.8,4847.838921611139,-94144.09304528224,6789.0,766.7,214.0,3.7000000000000455,0.0,0.0,0.1750000000000007,6588.481642905616
444,0.22225,0.22225,13.659079,121.043121,7.2,4152.704670211806,-93498.38321436624,6995.0,764.9,221.0,5.600000000000023,0.0,0.0,0.234375,6605.918859691087
445,0.22275,0.22275,13.648315,121.04871750000001,7.2,5120.675327736672,-94845.28922123507,6633.0,781.55,191.0,7.400000000000034,0.0,0.0,0.29369959677419355,6729.104269588572
446,0.22325,0.22325,13.628448,121.045723,6.8,4871.194077133251,-96698.1328431663,6980.0,759.3,213.0,5.599999999999909,0.0,0.0,0.1806451612903196,6640.785259956057
447,0.22375,0.22375,13.651523000000001,121.046299,6.65,4705.970922497868,-95035.43280843418,6827.5,767.65,202.0,3.7000000000000455,0.0,0.0,0.14651515151515065,6577.914343731318
