bin_id,var_x,var_y,cov_xy
295,352856499.3686594,180768194.62739125,-13996541.451622475
296,361857080.73032504,155283642.33904776,-45895646.68803356
297,297394181.9629096,276937093.8674135,-19528774.691069353
298,381184067.4576291,224131914.7924522,-16149874.721967079
299,311135757.93985695,217937666.14146495,-17437788.27880194
300,391352467.6088107,145499568.01733714,-54113386.183722615
301,317187512.58471614,224792560.93488848,-38004753.60161185
302,335696193.8176471,172359120.3997983,2441274.6146451076
303,293093009.8565355,229561905.325136,-15495148.887087982
304,352822345.1326566,198404834.0799723,-37523334.158712745
305,340125523.7387497,239027656.3522325,-16371893.801630521
306,327155797.12005055,193132347.62173176,-35614777.27223891
307,298866203.6464492,228120563.4064509,-1679577.6164884497
308,320444573.32791847,200825573.81239098,-7772095.64042304
309,339912204.08696777,219717638.56139362,-8333375.749256889
310,408332246.1489529,209529952.3539819,-42053664.98089245
311,280407406.2917655,169834337.59362018,-34228539.09327235
312,377369030.69502556,196068927.42624992,-2637627.9986659223
313,262185357.94033742,206813480.057858,-34194654.94002565
314,509222761.95152664,212766896.80942246,24009892.134459976
315,312697796.38315696,210484322.4845234,-42834800.61755507
316,308506671.69156945,238672827.12877408,48742728.440608114
317,374271399.3329113,184615056.51093036,-59987949.4660073
318,330024574.503011,250948331.8931756,4992367.132825563
319,317470072.15679526,200191352.9053679,-5929221.223560098
320,411397905.71990824,200276171.8647145,27647539.24035503
321,270022861.334873,218563006.29878646,-42573712.27265207
322,336718995.2593322,167375019.5273002,-2910473.748961032
323,320432290.1521909,270298181.46036536,6973617.619500437
324,401494596.87972295,165172931.03132814,-26151862.50217808
325,311246372.73861307,246992403.7635265,38491156.589834094
326,324122105.6369023,157474241.7965053,-26215581.268078987
327,289994753.74233496,245959877.66799334,69348451.4382809
328,407326511.8621358,164403287.6375806,-10344109.979941336
329,269899123.26485896,250004380.32933158,31739297.479079876
330,381859647.88712645,194463476.17411003,10281366.315109454
331,253567769.2876146,207229305.43182227,18874776.06829812
332,388692158.4112892,161007489.7687099,-3915093.5308155036
333,354569809.1535871,194184415.1354917,30253923.10682005
334,305402274.8620294,151168602.30467415,-2440220.600684863
335,331044330.6457509,280441415.3952657,28362613.150330786
336,275427328.8909821,174676725.84866744,7229462.238936055
337,297100490.2647296,152685646.6778979,10296044.961310558
338,265346954.8434909,238442315.56046557,28599120.407288056
339,311098725.4349982,147810876.55078843,-17208039.010841582
340,307639771.0810605,217329872.13881922,36289248.87248395
341,337909298.1264964,109491452.70257431,-42554480.84126397
342,264745539.07388145,257139453.86556348,47191750.371855296
343,294578132.1220752,140977061.0611008,-15820639.75220342
344,260422094.1647825,253813941.86897627,57300976.54583189
345,348426217.2535544,121926780.48954122,-56071954.088006385
346,330380990.60851973,312310065.98601794,55938524.86199427
347,352462268.74408144,135188357.58097193,-7881691.9764390355
348,339180179.25027937,177569029.05695042,32969763.1466514
349,363209560.16928613,191084449.97911844,5787187.8658391535
350,310815182.2709592,188138683.1287319,-22369937.78133509
351,296449858.3867783,235358107.69052488,45080230.264839016
352,283539768.394553,167456509.03154042,-13654145.327151436
353,385968900.96866935,226802376.64661855,33955066.44841991
354,215267900.98575655,157305542.85387695,-20684581.892609302
355,402299917.4747101,223884522.31257215,87934977.02117306
356,265777214.36022457,104833541.55499448,-25591470.251935583
357,309258439.4625851,171658736.83597127,30797237.33513789
358,309068177.4139546,149933494.164444,3217476.5013243784
359,230693673.42318574,200177880.63484576,-4978671.219195039
360,383969054.7229164,203992175.03331143,15811209.054648668
361,278429465.2748017,173075726.98473117,-16568649.000444366
362,269780357.6981637,156598461.91543737,26131358.93789153
363,424979431.5343242,240972291.676247,28225726.375709962
364,360017113.49959815,70419617.95553337,-44178046.20359545
365,362174618.49281377,182326360.50316197,922604.2935906409
366,395610965.5704163,173933801.226216,26251643.14421728
367,301871893.46908617,118841722.69339693,-33504996.845027726
368,338350847.4099632,226740465.30238366,17269068.277444094
369,427499396.22053427,116594611.65725715,-48173233.82043048
370,340554075.9906416,109916370.84151796,-42468708.18506715
371,435832250.5256026,225744715.02755386,-14268802.53955031
372,242206337.75601095,159188890.55113629,-30731849.712116625
373,356384181.0497264,251861575.9798719,-9724095.861142505
374,349491663.63026124,121623250.84358637,-52019060.67074937
375,367134528.37209123,159837653.61480355,-20803533.317047324
376,326345299.7413259,180509601.54261735,-19569200.201321773
377,325237112.818423,214689536.4775058,-14337671.967388552
378,305191098.07973707,152834683.67285872,-44341365.67474026
379,364382164.61637384,153358106.6289646,-41598921.9769496
380,339736995.4258791,223567737.89605325,15134199.01612602
381,236431629.69332728,155240303.37007445,17265800.70487376
382,236875158.59268716,261688520.35930574,1811621.0605052852
383,345749297.1028437,137359965.16249725,-15334109.751472684
384,293508025.4524813,79980780.68855968,-53962173.95378502
385,350488498.625268,188589360.96503022,22890682.169914376
386,306489262.4180442,172831456.69484934,-26511652.665522974
387,285599886.75198656,215678370.21198046,27876522.71853349
388,345112370.2004589,125176275.39710078,-20507665.875925798
389,406697338.6288782,225534694.4617652,38575490.306793414
390,289279248.89643794,138307994.0922487,-18948086.558815744
391,298947143.42836607,195735553.03178865,46003359.44661339
392,321653385.7496926,111708394.2838224,-10520077.52994913
393,343145229.44136226,118722658.06300806,-29045911.045183398
394,334424260.6084135,171835640.69771653,-25060810.842017785
395,255225799.84229425,127636189.1767589,-7107239.393955304
396,280976658.303327,113543782.47570527,-13726050.587556245
397,297470078.2254773,164394212.0552953,1578057.6507056379
398,296431837.7332106,131605191.07110085,8437923.834045473
399,264085743.97250098,133154072.77324358,-26000660.035059035
400,232096425.18337038,166269904.0511145,-16219225.589305775
401,201220289.69234976,89759651.36386928,-24440716.12651737
402,317554213.37407416,116632210.15565224,8458364.327502796
403,259638552.10917348,132930297.2005123,-38429875.61748963
404,314940905.68613553,128097022.95141031,-30102714.90989925
405,291991369.8105155,144918832.4766039,-3882749.341455043
406,289733960.9034598,77110523.43878089,-53047095.23062248
407,274068055.35238516,137467610.13201028,14061284.1738062
408,214352357.6760454,128830708.02482238,-34225770.11384738
409,254872229.25609747,155713596.31814924,10649533.444886072
410,300002984.976606,107729864.48043182,-67769042.22449028
411,262249794.10383114,122303478.9245373,-16554943.3227497
412,179157217.44546324,118302696.64170808,-20679068.55860506
413,336766444.8802192,120003115.43887137,34918704.270646214
414,188458332.19005546,140808253.3265299,-31133899.846852273
415,315950634.39177376,99283678.49939056,-16709366.459051594
416,250724932.22078258,143902107.13453716,2383005.7183998693
417,202471261.54877803,99859194.21106254,-14178567.367167363
418,250505055.35766202,155196418.12723917,-451270.46655721555
419,196131190.20066017,130191259.2184466,-31478531.513014447
420,264362652.32143247,151553009.0797313,15963540.419764105
421,269254583.7309132,80192757.39418289,-33269707.000043
422,231822062.3411734,149448244.97713652,-2860344.127366826
423,240407889.35625276,140698036.9736634,-31813283.723514594
424,286842626.7038683,136665587.8036185,30543602.278028965
425,248089450.69765493,303955528.3000193,8903665.185251001
426,208995183.33516678,115489600.77461836,-17773847.15215353
427,288660599.94379926,159770494.90259832,-17334660.706199743
