bin_id,feature,mean,std,median,iqr,min,max,p05,p95
0,x_wrt0,4.443619405809786,35.18679784244105,0.0,57.88782593430564,-70.18654647236738,86.2309755455133,-47.35441830217446,61.465137051766725
0,y_wrt0,6.685560167207827,30.84026572908373,14.900140751323889,34.91525519327934,-82.89593231402489,71.99881445102135,-62.16360960434438,44.58922717382896
0,altitude_meters,0.6346356916578669,11.199969040150464,0.0,0.0,0.0,297.0,0.0,0.0
0,speed_kmh,19.624392819429776,17.45702853193432,15.75,8.3,0.0,300.0,8.620000000000005,42.31499999999994
0,delta_altitude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,delta_speed,5.613516367476241,9.878918495733416,0.0,9.199999999999989,-2.8000000000000007,97.25,0.0,24.1
0,delta_heading,-1.5058078141499471,12.753920677999421,0.0,2.0,-59.0,59.0,-23.0,18.5
0,turn_rate,-0.07067518163005425,0.516726371261909,0.0,0.10501253132832075,-4.5,3.142857142857143,-0.9563172043010753,0.6666666666666666
0,acceleration,0.7972196180934356,2.309476780484132,0.0,0.4606818181818182,-0.07916666666666665,48.625,0.0,5.198374999999998
0,distance_per_timestep,29.58294037081158,7.594994335996731,28.552372630735885,4.957387549502279,0.0,73.47873409912685,23.017381608460973,40.99560115990556
0,route_progress,0.0001290661124547821,5.8550793098815944e-05,0.00011581978439565335,9.685046203896242e-05,0.0,0.0002641510747605,6.091144677393139e-05,0.00023070861991137501
1,x_wrt0,5.746663950294686,188.5675783551277,-99.35919027293436,362.2462330294196,-281.71408644978123,344.922353224922,-223.39043027474477,246.41988897154826
1,y_wrt0,83.0892095808394,132.67891270344316,135.65799788479703,172.46356944262433,-260.5300729870869,259.97409758584286,-180.2694640744777,222.167770306625
1,altitude_meters,0.3418181818181818,3.946487819274039,0.0,0.0,0.0,53.0,0.0,0.0
1,speed_kmh,104.91945454545454,27.905775171642794,108.35,24.10000000000001,1.9,229.6,39.09,140.03999999999985
1,delta_altitude,0.1478787878787879,2.4912367741548733,0.0,0.0,0.0,46.0,0.0,0.0
1,delta_speed,49.95042424242424,32.00781623578649,63.000000000000014,60.150000000000006,-1.9000000000000004,200.0,9.200000000000005,87.07999999999998
1,delta_heading,0.09636363636363636,5.964253252327553,0.0,0.0,-89.0,135.0,-1.0,2.0
1,turn_rate,0.010394776421914722,0.9931459793203472,0.0,0.0,-14.833333333333334,22.5,-0.25,0.375
1,acceleration,9.508477606863284,2.857686476416553,9.785714285714286,1.824999999999994,-0.0791666666666666,28.571428571428573,3.7528571428571436,12.489999999999997
1,distance_per_timestep,120.17877864969925,68.53685607550432,137.14168518066725,126.04613965667374,26.11710151457108,359.9141234189828,31.371242632590654,228.1686513988625
1,route_progress,0.0007030279342479526,0.00011136710299359891,0.00070677366122895,0.00014652807982554997,0.0005000594159647,0.0009955124542179,0.00052883079926406,0.00093192712549213
2,x_wrt0,11.988126616770181,341.9442180738715,-178.2088628543521,677.5543921818244,-460.7306046378395,548.6024894676881,-381.07200498785727,416.40463366844943
2,y_wrt0,174.48661088250398,215.96162281592882,246.9642731983596,193.3682445260751,-423.4308655293043,460.5700223273829,-327.7697380042516,371.43604601202964
2,altitude_meters,3.286936236391913,12.901514694356596,0.0,0.0,0.0,76.0,0.0,38.0
2,speed_kmh,151.29984447900466,26.847362917322172,155.6,25.899999999999977,0.0,222.2,103.935,181.5
2,delta_altitude,3.0505443234836704,12.486104881980305,0.0,0.0,0.0,76.0,0.0,37.24999999999983
2,delta_speed,43.73491446345256,28.988352040148364,55.5,56.45,-0.95,213.0,7.5,79.70000000000002
2,delta_heading,-0.23250388802488337,3.8573655458646976,0.0,0.0,-76.0,21.0,-1.0,0.0
