scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,123,6,14,369,129,137,0.046511627906976744,0.03655352480417755
class,1,modified_altitude,118,10,0,384,128,118,0.078125,0.0
class,2,modified_speed,125,3,3,381,128,128,0.0234375,0.0078125
class,3,modified_position,124,3,5,380,127,129,0.023622047244094488,0.012987012987012988
macro_avg,,macro_avg,,,,,512,512,0.042924043787767804,0.014338259447797635
