,precision,recall,f1-score,support
authentic,0.8978102189781022,0.9534883720930233,0.924812030075188,129.0
modified_altitude,1.0,0.921875,0.959349593495935,128.0
modified_speed,0.9765625,0.9765625,0.9765625,128.0
modified_position,0.9612403100775194,0.9763779527559056,0.96875,127.0
accuracy,0.95703125,0.95703125,0.95703125,0.95703125
macro avg,0.9589032572639054,0.9570759562122322,0.9573685308927807,512.0
weighted avg,0.9587793703672269,0.95703125,0.9572827145452714,512.0
