,precision,recall,f1-score,support
authentic,0.9192796269496704,0.9896139864981824,0.9531510503501167,5777.0
modified_altitude,0.9788434414668548,0.8567901234567902,0.9137590520079,1620.0
modified_speed,0.9711664482306684,0.9148148148148149,0.9421487603305785,1620.0
modified_position,0.9945242984257358,0.9041692594897324,0.9471968709256845,1607.0
accuracy,0.9450301204819277,0.9450301204819277,0.9450301204819277,0.9450301204819277
macro avg,0.9659534537682324,0.9163470460648799,0.9390639334035699,10624.0
weighted avg,0.9476557768983801,0.9450301204819277,0.944566043433597,10624.0
