,precision,recall,f1-score,support
authentic,0.9312125249833444,0.9678033581443656,0.949155419743655,5777.0
modified_altitude,0.9444444444444444,0.8080246913580247,0.8709248170326015,1620.0
modified_speed,0.8363736871199557,0.9339506172839506,0.8824730242053077,1620.0
modified_position,0.9010526315789473,0.7990043559427504,0.8469656992084432,1607.0
accuracy,0.9127447289156626,0.9127447289156626,0.9127447289156626,0.9127447289156626
macro avg,0.903270822031673,0.8771957556822728,0.8873797400475019,10624.0
weighted avg,0.9142066744079892,0.9127447289156626,0.9116010204529816,10624.0
