scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,138,10,10,434,148,148,0.06756756756756757,0.02252252252252252
class,1,modified_altitude,137,11,9,435,148,146,0.07432432432432433,0.02027027027027027
class,2,modified_speed,145,3,9,435,148,154,0.02027027027027027,0.02027027027027027
class,3,modified_position,142,6,2,442,148,144,0.04054054054054054,0.0045045045045045045
macro_avg,,macro_avg,,,,,592,592,0.05067567567567568,0.01689189189189189
