,precision,recall,f1-score,support
authentic,0.9324324324324325,0.9324324324324325,0.9324324324324325,148.0
modified_altitude,0.9383561643835616,0.9256756756756757,0.9319727891156463,148.0
modified_speed,0.9415584415584416,0.9797297297297297,0.9602649006622517,148.0
modified_position,0.9861111111111112,0.9594594594594594,0.9726027397260274,148.0
accuracy,0.9493243243243243,0.9493243243243243,0.9493243243243243,0.9493243243243243
macro avg,0.9496145373713867,0.9493243243243243,0.9493182154840893,592.0
weighted avg,0.9496145373713868,0.9493243243243243,0.9493182154840896,592.0
