,precision,recall,f1-score,support
authentic,0.937888198757764,0.7905759162303665,0.8579545454545454,191.0
modified_altitude,0.9431818181818182,0.8691099476439791,0.9046321525885559,191.0
modified_speed,0.8050847457627118,0.9947643979057592,0.8899297423887588,191.0
modified_position,0.8848167539267016,0.8848167539267016,0.8848167539267016,191.0
accuracy,0.8848167539267016,0.8848167539267016,0.8848167539267016,0.8848167539267016
macro avg,0.8927428791572489,0.8848167539267016,0.8843332985896404,764.0
weighted avg,0.8927428791572489,0.8848167539267016,0.8843332985896404,764.0
