,precision,recall,f1-score,support
authentic,0.8171428571428572,0.9862068965517241,0.89375,145.0
modified_altitude,0.9912280701754386,0.889763779527559,0.9377593360995851,127.0
modified_speed,0.9921875,0.9202898550724637,0.9548872180451128,138.0
modified_position,0.9921875,0.9407407407407408,0.9657794676806084,135.0
accuracy,0.9357798165137615,0.9357798165137615,0.9357798165137615,0.9357798165137615
macro avg,0.948186481829574,0.9342503179731219,0.9380440054563266,545.0
weighted avg,0.9453924159596239,0.9357798165137615,0.9373281649756973,545.0
