scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,124,21,4,396,145,128,0.14482758620689656,0.01
class,1,modified_altitude,120,7,17,401,127,137,0.05511811023622047,0.04066985645933014
class,2,modified_speed,135,3,12,395,138,147,0.021739130434782608,0.029484029484029485
class,3,modified_position,131,4,2,408,135,133,0.02962962962962963,0.004878048780487805
macro_avg,,macro_avg,,,,,545,545,0.06282861412688232,0.021257983680961857
