scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,143,2,32,368,145,175,0.013793103448275862,0.08
class,1,modified_altitude,113,14,1,417,127,114,0.11023622047244094,0.0023923444976076554
class,2,modified_speed,127,11,1,406,138,128,0.07971014492753623,0.002457002457002457
class,3,modified_position,127,8,1,409,135,128,0.05925925925925926,0.0024390243902439024
macro_avg,,macro_avg,,,,,545,545,0.06574968202687807,0.021822092836213506
