,precision,recall,f1-score,support
authentic,0.96875,0.8551724137931035,0.9084249084249084,145.0
modified_altitude,0.8759124087591241,0.9448818897637795,0.9090909090909091,127.0
modified_speed,0.9183673469387755,0.9782608695652174,0.9473684210526315,138.0
modified_position,0.9849624060150376,0.9703703703703703,0.9776119402985075,135.0
accuracy,0.9357798165137615,0.9357798165137615,0.9357798165137615,0.9357798165137615
macro avg,0.9369980404282343,0.9371713858731177,0.9356240447167391,545.0
weighted avg,0.938374760737596,0.9357798165137615,0.9355791031591171,545.0
