,precision,recall,f1-score,support
authentic,0.9174538911381017,0.9707282246549263,0.9433395004625347,4202.0
modified_altitude,0.9050470487596236,0.8470776621297038,0.8751033912324235,1249.0
modified_speed,0.9789103690685413,0.8919135308246597,0.9333891914537076,1249.0
modified_position,0.9202350965575147,0.8810289389067524,0.9002053388090349,1244.0
accuracy,0.9248489425981873,0.9248489425981873,0.9248489425981873,0.9248489425981873
macro avg,0.9304116013809454,0.8976870891290106,0.9130093554894252,7944.0
weighted avg,0.9256012746157137,0.9248489425981873,0.9242919509311415,7944.0
