,precision,recall,f1-score,support
authentic,0.9391513210568455,0.9760359460808787,0.9572384527501224,6009.0
modified_altitude,0.911925175370226,0.8641063515509602,0.8873720136518771,1354.0
modified_speed,0.9372128637059725,0.9039881831610044,0.9203007518796993,1354.0
modified_position,0.9928,0.9078273591806877,0.9484142147497134,1367.0
accuracy,0.9420864736215787,0.9420864736215787,0.9420864736215787,0.9420864736215787
macro avg,0.945272340033261,0.9129894599933827,0.9283313582578532,10084.0
weighted avg,0.942508012013066,0.9420864736215787,0.9417014100226199,10084.0
