,precision,recall,f1-score,support
authentic,0.9364272091544819,0.9805292061907139,0.9579708966750671,6009.0
modified_altitude,0.8973354231974922,0.845642540620384,0.870722433460076,1354.0
modified_speed,0.912781954887218,0.896602658788774,0.9046199701937406,1354.0
modified_position,0.9890387858347386,0.8580833942940747,0.918918918918919,1367.0
accuracy,0.9345497818326061,0.9345497818326061,0.9345497818326061,0.9345497818326061
macro avg,0.9338958432684826,0.8952144499734866,0.9130580548119507,10084.0
weighted avg,0.9351354670737869,0.9345497818326061,0.9337983830652428,10084.0
