scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,135,10,4,392,145,139,0.06896551724137931,0.010101010101010102
class,1,modified_altitude,118,8,12,403,126,130,0.06349206349206349,0.02891566265060241
class,2,modified_speed,130,8,0,403,138,130,0.057971014492753624,0.0
class,3,modified_position,130,2,12,397,132,142,0.015151515151515152,0.029339853300733496
macro_avg,,macro_avg,,,,,541,541,0.05139502759442789,0.0170891315130865
