,precision,recall,f1-score,support
authentic,0.9291338582677166,0.8309859154929577,0.8773234200743495,142.0
modified_altitude,0.9246575342465754,0.9507042253521126,0.9375,142.0
modified_speed,0.92,0.971830985915493,0.9452054794520548,142.0
modified_position,0.9793103448275862,1.0,0.9895470383275261,142.0
accuracy,0.9383802816901409,0.9383802816901409,0.9383802816901409,0.9383802816901409
macro avg,0.9382754343354696,0.9383802816901409,0.9373939844634827,568.0
weighted avg,0.9382754343354697,0.9383802816901409,0.9373939844634825,568.0
