sequence_index,t_elapsed_sec,dt,t_norm,latitude,longitude,altitude_meters,speed_kmh,verticalSpeed_ms,heading,x_wrt0,y_wrt0,delta_altitude,delta_speed,delta_heading,turn_rate,acceleration,distance_per_timestep,route_progress,label
0,0,0.0,0.0,14.51024,121.018066,0.0,13.0,0.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,10,10.0,0.0037593984962406,14.51025,121.01786,0.0,7.4,0.0,275,-22.17554457109795,1.1119508024880418,0.0,-5.6,34.0,3.4,-0.5599999999999999,22.203405405745105,6.023945395001203e-05,0
2,35,25.0,0.0131578947368421,14.510468,121.01767,0.0,16.7,0.0,315,-42.62869575574488,25.352478293402932,0.0,9.3,40.0,1.6,0.3719999999999999,31.71647827475921,0.0001462885665782,0
3,38,3.0,0.0142857142857142,14.510682,121.017441,0.0,50.0,0.0,315,-67.28010598284067,49.14822546339334,0.0,33.3,0.0,0.0,11.1,34.26266188604069,0.0002392456605542,0
4,40,2.0,0.0150375939849624,14.511019,121.01709,0.0,81.5,0.0,315,-105.06453353518012,86.62096750207688,0.0,31.5,0.0,0.0,15.75,53.215320920882434,0.0003836226971154,0
5,43,3.0,0.0161654135338345,14.511369,121.016739,0.0,103.7,0.0,315,-142.84889937057525,125.5392455838534,0.0,22.200000000000003,0.0,0.0,7.400000000000001,54.24289744162989,0.0005307876235237,0
6,44,1.0,0.0165413533834586,14.511749,121.016335,0.0,125.9,0.0,315,-186.33853246772105,167.7933760727404,0.0,22.200000000000003,0.0,0.0,22.200000000000003,60.63629893213829,0.0006952983132342,0
7,45,1.0,0.0169172932330827,14.51199,121.016083,0.0,133.3,0.0,315,-213.46568962793387,194.5913904088827,0.0,7.400000000000006,0.0,0.0,7.400000000000006,38.131571100700214,0.0007987520393355,0
8,54,9.0,0.0203007518796992,14.514633,121.013359,30.0,203.7,0.3,315,-506.6954122946237,488.4799874660132,30.0,70.39999999999998,0.0,0.0,7.822222222222219,415.15568798627703,0.0019250996194263,0
9,60,6.0,0.0225563909774436,14.517502,121.010406,23.0,263.0,0.7,314,-824.5722760438202,807.4986726562613,-7.0,59.30000000000001,-1.0,-0.1666666666666666,9.883333333333336,450.35397628912926,0.0031469427160197,0
10,69,9.0,0.0259398496240601,14.52182,121.005928,76.0,294.5,12.7,314,-1306.6006065690483,1287.6390291043217,53.0,31.5,0.0,0.0,3.5,680.3574076935736,0.0049928018525511,0
11,75,6.0,0.0281954887218045,14.525116,121.002373,160.0,290.8,13.7,313,-1689.2676395796516,1654.1380135542308,84.0,-3.6999999999999886,-1.0,-0.1666666666666666,-0.6166666666666648,529.8635162310549,0.0064303601145614,0
12,82,7.0,0.0308270676691729,14.528535,120.998741,251.0,288.9,15.6,313,-2080.216969540846,2034.3139928724795,91.0,-1.900000000000034,0.0,0.0,-0.2714285714285763,545.3210790389603,0.0079098558688585,0
13,90,8.0,0.0338345864661654,14.532852,120.994232,373.0,285.2,14.6,314,-2565.5579555708277,2514.3431542409276,122.0,-3.6999999999999886,1.0,0.125,-0.4624999999999986,682.630267030428,0.0097618814380995,0
14,97,7.0,0.0364661654135338,14.535965,120.991013,465.0,283.4,14.0,314,-2912.0395640510224,2860.493439007569,92.0,-1.8000000000000114,0.0,0.0,-0.2571428571428588,489.7650013843872,0.0110906495125494,0
15,101,4.0,0.03796992481203,14.538162,120.988739,526.0,281.5,13.7,314,-3156.8018381120264,3104.7890302807355,61.0,-1.8999999999999773,0.0,0.0,-0.4749999999999943,345.8164470162545,0.0120288746881255,0
16,103,2.0,0.0387218045112782,14.539307,120.987556,556.0,281.5,11.4,315,-3284.1332136347023,3232.107397148287,30.0,0.0,1.0,0.5,0.0,180.06465137392848,0.0125174031852748,0
