sequence_index,t_elapsed_sec,dt,t_norm,latitude,longitude,altitude_meters,speed_kmh,verticalSpeed_ms,heading,x_wrt0,y_wrt0,delta_altitude,delta_speed,delta_heading,turn_rate,acceleration,distance_per_timestep,route_progress,label
115,1542,31.0,0.2710970464135021,13.228749,122.591278,9395,889.0,6.2,129,171836.15294540473,-141241.4364486765,236.0,-7.399999999999977,0.0,0.0,-0.2387096774193541,7748.495528175601,0.2192989281985866,0
116,1574,32.0,0.2767229254571027,13.182266,122.647812,9586,890.8,4.9,129,177957.1216470027,-146410.11736317174,191.0,1.7999999999999543,0.0,0.0,0.0562499999999985,8010.652982281414,0.2268126890806349,0
117,1605,31.0,0.2821729957805907,13.138138,122.701424,9769,894.5,6.2,130,183762.8425282606,-151316.93386371728,183.0,3.7000000000000455,1.0,0.032258064516129,0.1193548387096788,7600.847184644006,0.2339420639733842,0
118,1638,33.0,0.2879746835443038,13.091766,122.757729,9959,896.4,5.9,130,189861.35466903783,-156473.2721243066,190.0,1.8999999999999773,0.0,0.0,0.0575757575757568,7985.47239591188,0.2414322061934746,0
119,1668,30.0,0.2932489451476793,13.047522,122.81134,10127,901.9,4.9,130,195669.2061291196,-161392.98725415894,168.0,5.5,0.0,0.0,0.1833333333333333,7610.7288805439475,0.2485708498312645,0
120,1700,32.0,0.2988748241912798,13.000671,122.868111,10325,903.8,6.5,130,201820.55304451572,-166602.5879581801,198.0,1.8999999999999773,0.0,0.0,0.0593749999999992,8060.1301884093,0.2561310189021057,0
121,1732,32.0,0.3045007032348804,12.953522,122.92527,10531,907.5,6.5,130,208015.13675201347,-171845.3247961112,206.0,3.7000000000000455,0.0,0.0,0.1156250000000014,8114.516680868549,0.2637422009303746,0
122,1765,33.0,0.3103023909985935,12.905685,122.983231,10737,909.3,6.5,130,214297.88025815308,-177164.56384924255,206.0,1.7999999999999543,0.0,0.0,0.0545454545454531,8231.18618094521,0.2714628155764017,0
123,1797,32.0,0.3159282700421941,12.85849,123.040337,10950,909.3,6.8,130,220489.18501602337,-182412.41566086427,213.0,0.0,0.0,0.0,0.0,8115.238715467328,0.2790746748522476,0
124,1829,32.0,0.3215541490857946,12.81085,123.097954,11179,907.5,7.5,130,226737.1177819098,-187709.74928318965,229.0,-1.7999999999999543,0.0,0.0,-0.0562499999999985,8190.387475543888,0.2867570214922382,0
125,1861,32.0,0.3271800281293952,12.764344,123.154137,11278,909.3,0.0,130,232830.7477177916,-192880.98768453044,99.0,1.7999999999999543,0.0,0.0,0.0562499999999985,7991.127236708913,0.2942524677894954,0
126,1892,31.0,0.3326300984528832,12.718643,123.209351,11278,903.8,0.0,130,238820.40507122927,-197962.71404628296,0.0,-5.5,0.0,0.0,-0.1774193548387097,7853.926042204431,0.3016192233332625,0
127,1924,32.0,0.3382559774964838,12.671333,123.266556,11278,900.1,0.0,130,245027.2027238787,-203223.3532921314,0.0,-3.699999999999932,0.0,0.0,-0.1156249999999978,8135.200545367848,0.3092498062283905,0
128,1955,31.0,0.3437060478199719,12.627434,123.319412,11278,901.9,0.3,130,250763.2872759712,-208104.7061193034,0.0,1.7999999999999543,0.0,0.0,0.0580645161290307,7530.876431654806,0.3163135505779293,0
129,1988,33.0,0.349507735583685,12.579208,123.37751,11278,901.9,0.0,130,257069.4100687889,-213467.20005864577,0.0,0.0,0.0,0.0,0.0,8276.693454063525,0.3240768497303707,0
130,2020,32.0,0.3551336146272855,12.532095,123.434288,11278,903.8,0.0,130,263233.43270559324,-218705.9338736882,0.0,1.8999999999999773,0.0,0.0,0.0593749999999992,8088.270858899073,0.3316634139364884,0
