sequence_index,t_elapsed_sec,dt,t_norm,latitude,longitude,altitude_meters,speed_kmh,verticalSpeed_ms,heading,x_wrt0,y_wrt0,delta_altitude,delta_speed,delta_heading,turn_rate,acceleration,distance_per_timestep,route_progress,label
134,2206,32.0,0.4499286151335916,11.443954,123.985825,10668,851.9,0.0,142,322898.13775841857,-339932.70066064975,-8.0,0.0,0.0,0.0,0.0,7830.986480256629,0.4601584615506543,0
135,2237,31.0,0.4562512747297573,11.392263,124.025818,10668,851.9,-0.3,142,327265.63603185577,-345680.48555300117,0.0,0.0,0.0,0.0,0.0,7213.738103552142,0.4670640792725268,0
136,2269,32.0,0.4627778910870895,11.337658,124.068123,10668,851.9,0.0,142,331886.47633184283,-351752.2929091534,0.0,0.0,0.0,0.0,0.0,7624.708479849723,0.4743631135938081,0
137,2302,33.0,0.4695084642055884,11.282167,124.111053,10668,851.9,0.0,142,336576.5843029777,-357922.6191063923,0.0,0.0,0.0,0.0,0.0,7744.920560658413,0.4817772253775229,0
138,2334,32.0,0.4760350805629206,11.229098,124.152107,10668,850.1,0.0,142,341062.6320762048,-363823.6308193056,0.0,-1.7999999999999543,0.0,0.0,-0.0562499999999985,7407.24358102966,0.4888680833777872,0
139,2366,32.0,0.4825616969202529,11.173782,124.194855,10668,848.2,0.0,142,345734.74849288294,-369974.4978775038,0.0,-1.8999999999999773,0.0,0.0,-0.0593749999999992,7718.485957847003,0.4962568896598293,0
140,2398,32.0,0.4890883132775852,11.118256,124.237755,10676,848.2,0.0,142,350424.4309934904,-376148.7159025507,8.0,0.0,0.0,0.0,0.0,7747.650485899048,0.5036736147654932,0
141,2431,33.0,0.495818886396084,11.063,124.28038,10668,848.2,-0.3,142,355085.04548348096,-382292.91125593486,-8.0,0.0,0.0,0.0,0.0,7706.136540158803,0.5110505991105009,0
142,2463,32.0,0.5023455027534163,11.008942,124.322098,10668,848.2,0.0,142,359647.37217918603,-388303.8949031993,0.0,0.0,0.0,0.0,0.0,7540.702789686688,0.5182692158765009,0
143,2494,31.0,0.5086681623495819,10.957326,124.361961,10668,850.1,0.0,142,364007.6346042076,-394043.34016453335,0.0,1.8999999999999773,0.0,0.0,0.0612903225806444,7202.48108696705,0.525164057402716,0
144,2526,32.0,0.5151947787069141,10.902674,124.404121,10668,851.9,0.0,142,368620.0673693667,-400120.3736894565,0.0,1.7999999999999543,0.0,0.0,0.0562499999999985,7623.477845206271,0.532461913653449,0
145,2558,32.0,0.5217213950642464,10.847789,124.446426,10668,851.9,0.0,142,373249.3005828809,-406223.3156680738,0.0,0.0,0.0,0.0,0.0,7654.202969566164,0.5397891826663646,0
146,2591,33.0,0.5284519681827453,10.792671,124.488396,10668,851.9,0.0,144,377843.2626948491,-412352.16610038566,0.0,0.0,2.0,0.0606060606060606,0.0,7653.418381011989,0.5471157006028553,0
147,2621,30.0,0.5345706710177442,10.737259,124.523544,10668,851.9,0.0,150,381698.091387671,-418513.70788628625,0.0,0.0,6.0,0.2,0.0,7259.917139166763,0.5540655249152835,0
