scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,181,10,13,481,191,194,0.05235602094240838,0.02631578947368421
class,1,modified_altitude,157,1,4,523,158,161,0.006329113924050633,0.007590132827324478
class,2,modified_speed,178,10,3,494,188,181,0.05319148936170213,0.006036217303822937
class,3,modified_position,146,2,3,534,148,149,0.013513513513513514,0.00558659217877095
macro_avg,,macro_avg,,,,,685,685,0.03134753443541866,0.011382182945900644
