scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,188,3,31,463,191,219,0.015706806282722512,0.06275303643724696
class,1,modified_altitude,155,3,0,527,158,155,0.0189873417721519,0.0
class,2,modified_speed,165,23,3,494,188,168,0.12234042553191489,0.006036217303822937
class,3,modified_position,143,5,0,537,148,143,0.033783783783783786,0.0
macro_avg,,macro_avg,,,,,685,685,0.04770458934264327,0.017197313435267474
