,precision,recall,f1-score,support
authentic,0.8584474885844748,0.9842931937172775,0.9170731707317074,191.0
modified_altitude,1.0,0.9810126582278481,0.9904153354632588,158.0
modified_speed,0.9821428571428571,0.8776595744680851,0.9269662921348315,188.0
modified_position,1.0,0.9662162162162162,0.9828178694158075,148.0
accuracy,0.9503649635036496,0.9503649635036496,0.9503649635036496,0.9503649635036496
macro avg,0.960147586431833,0.9522954106573568,0.9543181669364014,685.0
weighted avg,0.9556296751277252,0.9503649635036496,0.9509099360698376,685.0
