,precision,recall,f1-score,support
authentic,0.9457364341085271,0.953125,0.9494163424124513,128.0
modified_altitude,0.99,0.9428571428571428,0.9658536585365853,105.0
modified_speed,0.9655172413793104,0.9739130434782609,0.9696969696969697,115.0
modified_position,0.9642857142857143,0.9908256880733946,0.9773755656108597,109.0
accuracy,0.9649890590809628,0.9649890590809628,0.9649890590809628,0.9649890590809628
macro avg,0.966384847443388,0.9651802186021996,0.9655856340642166,457.0
weighted avg,0.9653082914259411,0.9649890590809628,0.9649650200040928,457.0
