scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,122,6,7,322,128,129,0.046875,0.02127659574468085
class,1,modified_altitude,99,6,1,351,105,100,0.05714285714285714,0.002840909090909091
class,2,modified_speed,112,3,4,338,115,116,0.02608695652173913,0.011695906432748537
class,3,modified_position,108,1,4,344,109,112,0.009174311926605505,0.011494252873563218
macro_avg,,macro_avg,,,,,457,457,0.03481978139780044,0.011826916035475424
