,precision,recall,f1-score,support
authentic,0.8805970149253731,0.9147286821705426,0.8973384030418251,129.0
modified_altitude,0.9302325581395349,0.9375,0.933852140077821,128.0
modified_speed,0.952755905511811,0.9453125,0.9490196078431372,128.0
modified_position,0.9672131147540983,0.9291338582677166,0.9477911646586346,127.0
accuracy,0.931640625,0.931640625,0.931640625,0.931640625
macro avg,0.9326996483327044,0.9316687601095648,0.9320003289053544,512.0
weighted avg,0.9325304762627263,0.931640625,0.9319017883553217,512.0
