,precision,recall,f1-score,support
authentic,0.9915966386554622,0.8309859154929577,0.9042145593869731,142.0
modified_altitude,0.9076923076923077,0.9833333333333333,0.944,120.0
modified_speed,0.9230769230769231,0.9924812030075187,0.9565217391304348,133.0
modified_position,0.9788732394366197,1.0,0.9893238434163701,139.0
accuracy,0.949438202247191,0.949438202247191,0.949438202247191,0.949438202247191
macro avg,0.9503097772153282,0.9517001129584524,0.9485150354834446,534.0
weighted avg,0.9523640649121227,0.949438202247191,0.9483368407718604,534.0
