scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,118,24,1,391,142,119,0.16901408450704225,0.002551020408163265
class,1,modified_altitude,118,2,12,402,120,130,0.016666666666666666,0.028985507246376812
class,2,modified_speed,132,1,11,390,133,143,0.007518796992481203,0.02743142144638404
class,3,modified_position,139,0,3,392,139,142,0.0,0.007594936708860759
macro_avg,,macro_avg,,,,,534,534,0.04829988704154753,0.01664072145244622
