,precision,recall,f1-score,support
authentic,0.852760736196319,0.9788732394366197,0.9114754098360656,142.0
modified_altitude,0.9646017699115044,0.8515625,0.9045643153526971,128.0
modified_speed,0.9908256880733946,0.9473684210526315,0.968609865470852,114.0
modified_position,1.0,0.9916666666666667,0.99581589958159,120.0
accuracy,0.9424603174603174,0.9424603174603174,0.9424603174603174,0.9424603174603174
macro avg,0.9520470485453045,0.9423677067889795,0.9451163725603012,504.0
weighted avg,0.9474507530335651,0.9424603174603174,0.9427245499510605,504.0
