csv_path,status,rows,window_count,true_label,true_label_name,predicted_label,predicted_label_name,score,decision_scope,decision_reason,decision_window_count,attack_window_count,attack_window_fraction,correct_if_labeled,authentic_score_mean,authentic_score_max,modified_altitude_score_max,modified_speed_score_max,modified_position_score_max,all_authentic_score_max,all_modified_altitude_score_max,all_modified_speed_score_max,all_modified_position_score_max,error
poison/poismph/datapoismphpar/poisalt_mph_3e5e15b4.csv,ok,242,8,1,modified_altitude,1,modified_altitude,0.9865617752075195,all_windows,qualified_attack_window,8,3,0.375,True,0.6216185092926025,0.979557454586029,0.9865617752075195,0.024647539481520653,0.02038256824016571,0.979557454586029,0.9865617752075195,0.024647539481520653,0.02038256824016571,
poison/poismph/datapoismphpar/poisalt_mph_3e5ea18c.csv,ok,216,6,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,6,4,0.6666666666666666,True,0.29789385199546814,0.9499692916870117,1.0,0.08065960556268692,0.02654876373708248,0.9499692916870117,1.0,0.08065960556268692,0.02654876373708248,
poison/poismph/datapoismphpar/poisalt_mph_3e61b514.csv,ok,269,9,1,modified_altitude,1,modified_altitude,0.9999892711639404,all_windows,qualified_attack_window,9,4,0.4444444444444444,True,0.543799638748169,0.9930022954940796,0.9999892711639404,0.026497123762965202,0.011029202491044998,0.9930022954940796,0.9999892711639404,0.026497123762965202,0.011029202491044998,
poison/poismph/datapoismphpar/poisalt_mph_3e61de69.csv,ok,217,6,1,modified_altitude,1,modified_altitude,0.9999998807907104,all_windows,qualified_attack_window,6,6,1.0,True,1.2977244296052959e-05,7.744772301521152e-05,0.9999998807907104,0.00038144271820783615,8.757498903833039e-07,7.744772301521152e-05,0.9999998807907104,0.00038144271820783615,8.757498903833039e-07,
poison/poismph/datapoismphpar/poisalt_mph_3e622608.csv,ok,181,4,1,modified_altitude,1,modified_altitude,0.9994552135467529,all_windows,qualified_attack_window,4,2,0.5,True,0.3075031340122223,0.6692809462547302,0.9994552135467529,0.04994171857833862,0.022709263488650322,0.6692809462547302,0.9994552135467529,0.04994171857833862,0.022709263488650322,
poison/poismph/datapoismphpar/poisalt_mph_3e656a7d.csv,ok,204,5,1,modified_altitude,1,modified_altitude,0.9999005198478699,all_windows,qualified_attack_window,5,5,1.0,True,0.0004934887983836234,0.002065433422103524,0.9999005198478699,7.63466305215843e-05,1.5084409824339673e-05,0.002065433422103524,0.9999005198478699,7.63466305215843e-05,1.5084409824339673e-05,
poison/poismph/datapoismphpar/poisalt_mph_3e696d81.csv,ok,205,5,1,modified_altitude,1,modified_altitude,0.9999710917472839,all_windows,qualified_attack_window,5,5,1.0,True,4.743169847643003e-05,6.52529633953236e-05,0.9999710917472839,6.101739472796908e-06,1.1062477369705448e-06,6.52529633953236e-05,0.9999710917472839,6.101739472796908e-06,1.1062477369705448e-06,
poison/poismph/datapoismphpar/poisalt_mph_3e73fb1c.csv,ok,234,7,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,7,3,0.42857142857142855,True,0.5556166768074036,0.9864266514778137,1.0,0.013468612916767597,0.013478102162480354,0.9864266514778137,1.0,0.013468612916767597,0.013478102162480354,
poison/poismph/datapoismphpar/poisalt_mph_3e743eea.csv,ok,187,4,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,4,3,0.75,True,0.23216605186462402,0.9286642074584961,1.0,0.034490808844566345,0.015650097280740738,0.9286642074584961,1.0,0.034490808844566345,0.015650097280740738,
poison/poismph/datapoismphpar/poisalt_mph_3e77a028.csv,ok,191,4,1,modified_altitude,1,modified_altitude,0.9999980926513672,all_windows,qualified_attack_window,4,4,1.0,True,2.0484433207457187e-06,3.067911848120275e-06,0.9999980926513672,8.440516126029252e-07,2.89349557647256e-08,3.067911848120275e-06,0.9999980926513672,8.440516126029252e-07,2.89349557647256e-08,
poison/poismph/datapoismphpar/poisalt_mph_3e77f289.csv,ok,201,5,1,modified_altitude,1,modified_altitude,0.8992523550987244,all_windows,qualified_attack_window,5,2,0.4,True,0.5571343898773193,0.9741201996803284,0.8992523550987244,0.015525033697485924,0.016661986708641052,0.9741201996803284,0.8992523550987244,0.015525033697485924,0.016661986708641052,
poison/poismph/datapoismphpar/poisalt_mph_3e7b8676.csv,ok,205,5,1,modified_altitude,1,modified_altitude,0.9999438524246216,all_windows,qualified_attack_window,5,2,0.4,True,0.585673451423645,0.9805192947387695,0.9999438524246216,0.008830606937408447,0.00828772783279419,0.9805192947387695,0.9999438524246216,0.008830606937408447,0.00828772783279419,
poison/poismph/datapoismphpar/poisalt_mph_3e7f3fd9.csv,ok,195,5,1,modified_altitude,1,modified_altitude,0.9999997615814209,all_windows,qualified_attack_window,5,5,1.0,True,3.5088334016109e-07,4.475341199849936e-07,0.9999997615814209,4.12041565311938e-08,6.108910710622695e-09,4.475341199849936e-07,0.9999997615814209,4.12041565311938e-08,6.108910710622695e-09,
poison/poismph/datapoismphpar/poisalt_mph_3e83ff63.csv,ok,176,4,1,modified_altitude,0,authentic,0.9723458886146545,all_windows,no_qualified_attack_window,4,0,0.0,False,0.9553765654563904,0.9723458886146545,0.025385448709130287,0.022298816591501236,0.02326299622654915,0.9723458886146545,0.025385448709130287,0.022298816591501236,0.02326299622654915,
poison/poismph/datapoismphpar/poisalt_mph_3e881f6e.csv,ok,193,5,1,modified_altitude,1,modified_altitude,0.9999994039535522,all_windows,qualified_attack_window,5,5,1.0,True,9.707280241855187e-07,1.8176740468334174e-06,0.9999994039535522,4.5379323410088546e-07,9.790226407346836e-09,1.8176740468334174e-06,0.9999994039535522,4.5379323410088546e-07,9.790226407346836e-09,
poison/poismph/datapoismphpar/poisalt_mph_3e9de1d5.csv,ok,250,8,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,8,5,0.625,True,0.3714159429073334,0.9943335652351379,1.0,0.004370951093733311,0.004844513721764088,0.9943335652351379,1.0,0.004370951093733311,0.004844513721764088,
poison/poismph/datapoismphpar/poisalt_mph_3e9e281c.csv,ok,241,8,1,modified_altitude,1,modified_altitude,0.9471171498298645,all_windows,qualified_attack_window,8,5,0.625,True,0.4025859236717224,0.9947478771209717,0.9471171498298645,0.026647411286830902,0.011005447246134281,0.9947478771209717,0.9471171498298645,0.026647411286830902,0.011005447246134281,
poison/poismph/datapoismphpar/poisalt_mph_3e9e7954.csv,ok,197,5,1,modified_altitude,1,modified_altitude,0.9890556335449219,all_windows,qualified_attack_window,5,2,0.4,True,0.585844874382019,0.9821352958679199,0.9890556335449219,0.013781217858195305,0.020678672939538956,0.9821352958679199,0.9890556335449219,0.013781217858195305,0.020678672939538956,
poison/poismph/datapoismphpar/poisalt_mph_3e9e8545.csv,ok,196,5,1,modified_altitude,1,modified_altitude,0.999968409538269,all_windows,qualified_attack_window,5,2,0.4,True,0.5812041163444519,0.976481020450592,0.999968409538269,0.007970083504915237,0.012361973524093628,0.976481020450592,0.999968409538269,0.007970083504915237,0.012361973524093628,
poison/poismph/datapoismphpar/poisalt_mph_3ea21b8b.csv,ok,231,7,1,modified_altitude,1,modified_altitude,0.8269017338752747,all_windows,qualified_attack_window,7,7,1.0,True,0.286980003118515,0.4488423466682434,0.8269017338752747,0.006791762541979551,0.00929981004446745,0.4488423466682434,0.8269017338752747,0.006791762541979551,0.00929981004446745,
poison/poismph/datapoismphpar/poisalt_mph_3ea262ed.csv,ok,194,5,1,modified_altitude,1,modified_altitude,0.9782595634460449,all_windows,qualified_attack_window,5,2,0.4,True,0.5773954391479492,0.9629630446434021,0.9782595634460449,0.020855681970715523,0.014702826738357544,0.9629630446434021,0.9782595634460449,0.020855681970715523,0.014702826738357544,
poison/poismph/datapoismphpar/poisalt_mph_3ea5338f.csv,ok,213,6,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,6,5,0.8333333333333334,True,0.15593382716178894,0.9353613257408142,1.0,0.01628286764025688,0.03137954697012901,0.9353613257408142,1.0,0.01628286764025688,0.03137954697012901,
poison/poismph/datapoismphpar/poisalt_mph_3ea57789.csv,ok,206,5,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,5,4,0.8,True,0.18621066212654114,0.9310533404350281,1.0,0.020822105929255486,0.023343846201896667,0.9310533404350281,1.0,0.020822105929255486,0.023343846201896667,
poison/poismph/datapoismphpar/poisalt_mph_3ea59d67.csv,ok,193,5,1,modified_altitude,0,authentic,0.9567761421203613,all_windows,no_qualified_attack_window,5,0,0.0,False,0.9012147188186646,0.9567761421203613,0.1424379050731659,0.021488208323717117,0.026153819635510445,0.9567761421203613,0.1424379050731659,0.021488208323717117,0.026153819635510445,
poison/poismph/datapoismphpar/poisalt_mph_3ea867d9.csv,ok,361,15,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,15,10,0.6666666666666666,True,0.29838827252388,0.9807258248329163,1.0,0.039837516844272614,0.04216179996728897,0.9807258248329163,1.0,0.039837516844272614,0.04216179996728897,
poison/poismph/datapoismphpar/poisalt_mph_3eac32b0.csv,ok,293,11,1,modified_altitude,1,modified_altitude,0.9997099041938782,all_windows,qualified_attack_window,11,6,0.5454545454545454,True,0.4429595172405243,0.9872242212295532,0.9997099041938782,0.02402973733842373,0.008620092645287514,0.9872242212295532,0.9997099041938782,0.02402973733842373,0.008620092645287514,
poison/poismph/datapoismphpar/poisalt_mph_3eac72f8.csv,ok,194,5,1,modified_altitude,0,authentic,0.9623715281486511,all_windows,no_qualified_attack_window,5,0,0.0,False,0.7810901403427124,0.9623715281486511,0.45278891921043396,0.030248207971453667,0.01733233593404293,0.9623715281486511,0.45278891921043396,0.030248207971453667,0.01733233593404293,
poison/poismph/datapoismphpar/poisalt_mph_3eaca993.csv,ok,229,7,1,modified_altitude,1,modified_altitude,0.9825093746185303,all_windows,qualified_attack_window,7,3,0.42857142857142855,True,0.5669661164283752,0.9705407023429871,0.9825093746185303,0.019720302894711494,0.010265981778502464,0.9705407023429871,0.9825093746185303,0.019720302894711494,0.010265981778502464,
poison/poismph/datapoismphpar/poisalt_mph_3eb0a8e3.csv,ok,207,5,1,modified_altitude,1,modified_altitude,0.9994122982025146,all_windows,qualified_attack_window,5,1,0.2,True,0.7801355719566345,0.9866565465927124,0.9994122982025146,0.01415029726922512,0.0069204214960336685,0.9866565465927124,0.9994122982025146,0.01415029726922512,0.0069204214960336685,
poison/poismph/datapoismphpar/poisalt_mph_3eb0e146.csv,ok,287,10,1,modified_altitude,1,modified_altitude,0.9999998807907104,all_windows,qualified_attack_window,10,6,0.6,True,0.39339908957481384,0.9939151406288147,0.9999998807907104,0.015800535678863525,0.013623284175992012,0.9939151406288147,0.9999998807907104,0.015800535678863525,0.013623284175992012,
poison/poismph/datapoismphpar/poisalt_mph_3eb3f86a.csv,ok,204,5,1,modified_altitude,1,modified_altitude,0.9997128844261169,all_windows,qualified_attack_window,5,3,0.6,True,0.4148554801940918,0.9706833958625793,0.9997128844261169,0.021529803052544594,0.029643939808011055,0.9706833958625793,0.9997128844261169,0.021529803052544594,0.029643939808011055,
poison/poismph/datapoismphpar/poisalt_mph_3eb85606.csv,ok,214,6,1,modified_altitude,1,modified_altitude,0.9999995231628418,all_windows,qualified_attack_window,6,6,1.0,True,1.0066503364214441e-07,2.094691922138736e-07,0.9999995231628418,2.015088284679223e-06,1.093524493178677e-09,2.094691922138736e-07,0.9999995231628418,2.015088284679223e-06,1.093524493178677e-09,
poison/poismph/datapoismphpar/poisalt_mph_3ebc2471.csv,ok,257,9,1,modified_altitude,0,authentic,0.990847110748291,all_windows,no_qualified_attack_window,9,0,0.0,False,0.9043892621994019,0.990847110748291,0.13533036410808563,0.09375515580177307,0.04153843969106674,0.990847110748291,0.13533036410808563,0.09375515580177307,0.04153843969106674,
poison/poismph/datapoismphpar/poisalt_mph_3ebf64ae.csv,ok,187,4,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,4,4,1.0,True,2.644520868955169e-08,3.727438624423485e-08,1.0,1.8463811812807762e-08,3.2581598530256883e-10,3.727438624423485e-08,1.0,1.8463811812807762e-08,3.2581598530256883e-10,
poison/poismph/datapoismphpar/poisalt_mph_3ebfcb91.csv,ok,167,3,1,modified_altitude,1,modified_altitude,0.7754846811294556,all_windows,qualified_attack_window,3,3,1.0,True,0.22710895538330078,0.3072327673435211,0.7754846811294556,0.040303755551576614,0.011591468937695026,0.3072327673435211,0.7754846811294556,0.040303755551576614,0.011591468937695026,
poison/poismph/datapoismphpar/poisalt_mph_3ebff749.csv,ok,268,9,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,9,5,0.5555555555555556,True,0.43323469161987305,0.9875688552856445,1.0,0.014004108496010303,0.015831338241696358,0.9875688552856445,1.0,0.014004108496010303,0.015831338241696358,
poison/poismph/datapoismphpar/poisalt_mph_3eca8b3b.csv,ok,214,6,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,6,5,0.8333333333333334,True,0.16482150554656982,0.988929033279419,1.0,0.003147823503240943,0.003974703140556812,0.988929033279419,1.0,0.003147823503240943,0.003974703140556812,
poison/poismph/datapoismphpar/poisalt_mph_3ece97cb.csv,ok,225,7,1,modified_altitude,1,modified_altitude,0.9999998807907104,all_windows,qualified_attack_window,7,4,0.5714285714285714,True,0.42137688398361206,0.9882713556289673,0.9999998807907104,0.0070446147583425045,0.00523972325026989,0.9882713556289673,0.9999998807907104,0.0070446147583425045,0.00523972325026989,
poison/poismph/datapoismphpar/poisalt_mph_3ed74cd0.csv,ok,219,6,1,modified_altitude,0,authentic,0.9693875908851624,all_windows,no_qualified_attack_window,6,0,0.0,False,0.9494462013244629,0.9693875908851624,0.04511388763785362,0.004518212750554085,0.03299917280673981,0.9693875908851624,0.04511388763785362,0.004518212750554085,0.03299917280673981,
poison/poismph/datapoismphpar/poisalt_mph_3edaa4e3.csv,ok,230,7,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,7,6,0.8571428571428571,True,0.14020134508609772,0.9814093112945557,1.0,0.004377600271254778,0.006702791899442673,0.9814093112945557,1.0,0.004377600271254778,0.006702791899442673,
poison/poismph/datapoismphpar/poisalt_mph_3edb145f.csv,ok,199,5,1,modified_altitude,1,modified_altitude,0.9999996423721313,all_windows,qualified_attack_window,5,5,1.0,True,3.249480755584955e-07,4.285037391582591e-07,0.9999996423721313,1.5196798131000833e-07,6.298981780616941e-09,4.285037391582591e-07,0.9999996423721313,1.5196798131000833e-07,6.298981780616941e-09,
poison/poismph/datapoismphpar/poisalt_mph_3edebc1c.csv,ok,195,5,1,modified_altitude,1,modified_altitude,0.9999994039535522,all_windows,qualified_attack_window,5,5,1.0,True,1.4099902045927593e-06,4.037732196593424e-06,0.9999994039535522,6.511710353152012e-07,6.161745602639712e-08,4.037732196593424e-06,0.9999994039535522,6.511710353152012e-07,6.161745602639712e-08,
poison/poismph/datapoismphpar/poisalt_mph_3eeab179.csv,ok,229,7,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,7,7,1.0,True,0.00017960603872779757,0.0012569546233862638,1.0,5.9127600252395496e-05,9.2178170234547e-06,0.0012569546233862638,1.0,5.9127600252395496e-05,9.2178170234547e-06,
poison/poismph/datapoismphpar/poisalt_mph_3eeb5bac.csv,ok,191,4,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,4,4,1.0,True,6.489037929213737e-08,7.414183045284517e-08,1.0,1.630227508542248e-08,6.025405729914723e-10,7.414183045284517e-08,1.0,1.630227508542248e-08,6.025405729914723e-10,
poison/poismph/datapoismphpar/poisalt_mph_3eeeaa2c.csv,ok,225,7,1,modified_altitude,0,authentic,0.9190167188644409,all_windows,no_qualified_attack_window,7,0,0.0,False,0.8410273790359497,0.9190167188644409,0.26724836230278015,0.056540969759225845,0.05794224143028259,0.9190167188644409,0.26724836230278015,0.056540969759225845,0.05794224143028259,
poison/poismph/datapoismphpar/poisalt_mph_3eef2fac.csv,ok,222,6,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,6,3,0.5,True,0.48624494671821594,0.9913209676742554,1.0,0.011907541193068027,0.012828798033297062,0.9913209676742554,1.0,0.011907541193068027,0.012828798033297062,
poison/poismph/datapoismphpar/poisalt_mph_3eef42f2.csv,ok,204,5,1,modified_altitude,1,modified_altitude,0.9999977350234985,all_windows,qualified_attack_window,5,3,0.6,True,0.3908998370170593,0.9854333996772766,0.9999977350234985,0.01078384555876255,0.011740898713469505,0.9854333996772766,0.9999977350234985,0.01078384555876255,0.011740898713469505,
poison/poismph/datapoismphpar/poisalt_mph_3ef36878.csv,ok,237,7,1,modified_altitude,1,modified_altitude,0.9999885559082031,all_windows,qualified_attack_window,7,6,0.8571428571428571,True,0.1396622359752655,0.9775629043579102,0.9999885559082031,0.006376574747264385,0.006566605530679226,0.9775629043579102,0.9999885559082031,0.006376574747264385,0.006566605530679226,
poison/poismph/datapoismphpar/poisalt_mph_3ef68363.csv,ok,202,5,1,modified_altitude,1,modified_altitude,0.867102324962616,all_windows,qualified_attack_window,5,3,0.6,True,0.454130083322525,0.8076072931289673,0.867102324962616,0.008871343918144703,0.007192783523350954,0.8076072931289673,0.867102324962616,0.008871343918144703,0.007192783523350954,
poison/poismph/datapoismphpar/poisalt_mph_3ef6adc6.csv,ok,163,3,1,modified_altitude,0,authentic,0.955657422542572,all_windows,no_qualified_attack_window,3,0,0.0,False,0.9463667273521423,0.955657422542572,0.025118442252278328,0.01423739455640316,0.021055594086647034,0.955657422542572,0.025118442252278328,0.01423739455640316,0.021055594086647034,
poison/poismph/datapoismphpar/poisalt_mph_3ef6d1cd.csv,ok,233,7,1,modified_altitude,1,modified_altitude,0.9999996423721313,all_windows,qualified_attack_window,7,7,1.0,True,6.246051498237648e-07,1.5317277757276315e-06,0.9999996423721313,2.4698513811927114e-07,6.8875500858212035e-09,1.5317277757276315e-06,0.9999996423721313,2.4698513811927114e-07,6.8875500858212035e-09,
poison/poismph/datapoismphpar/poisalt_mph_3efabce5.csv,ok,217,6,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,6,6,1.0,True,5.9157319043379175e-09,8.71101413224551e-09,1.0,2.546564070726731e-09,1.1648833286859173e-10,8.71101413224551e-09,1.0,2.546564070726731e-09,1.1648833286859173e-10,
poison/poismph/datapoismphpar/poisalt_mph_3efe4dcd.csv,ok,204,5,1,modified_altitude,1,modified_altitude,0.9999991655349731,all_windows,qualified_attack_window,5,4,0.8,True,0.1975596845149994,0.9856234788894653,0.9999991655349731,0.002966927597299218,0.005460015963762999,0.9856234788894653,0.9999991655349731,0.002966927597299218,0.005460015963762999,
poison/poismph/datapoismphpar/poisalt_mph_3efe5fe4.csv,ok,225,7,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,7,4,0.5714285714285714,True,0.4252017140388489,0.99447101354599,1.0,0.0024276135955005884,0.0032650092616677284,0.99447101354599,1.0,0.0024276135955005884,0.0032650092616677284,
poison/poismph/datapoismphpar/poisalt_mph_3efe7d81.csv,ok,215,6,1,modified_altitude,1,modified_altitude,0.9579085111618042,all_windows,qualified_attack_window,6,2,0.3333333333333333,True,0.6637594699859619,0.9845598340034485,0.9579085111618042,0.007219301536679268,0.014522340148687363,0.9845598340034485,0.9579085111618042,0.007219301536679268,0.014522340148687363,
poison/poismph/datapoismphpar/poisalt_mph_3efea136.csv,ok,230,7,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,7,7,1.0,True,4.9074206032173606e-08,9.963633118559301e-08,1.0,4.079541611190507e-07,4.309123724510755e-09,9.963633118559301e-08,1.0,4.079541611190507e-07,4.309123724510755e-09,
poison/poismph/datapoismphpar/poisalt_mph_3f0239cf.csv,ok,222,6,1,modified_altitude,0,authentic,0.9651185870170593,all_windows,no_qualified_attack_window,6,0,0.0,False,0.8981342911720276,0.9651185870170593,0.13403689861297607,0.03391745314002037,0.03657792508602142,0.9651185870170593,0.13403689861297607,0.03391745314002037,0.03657792508602142,
poison/poismph/datapoismphpar/poisalt_mph_3f02444d.csv,ok,214,6,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,6,4,0.6666666666666666,True,0.32679036259651184,0.9806092381477356,1.0,0.005678000394254923,0.00765076233074069,0.9806092381477356,1.0,0.005678000394254923,0.00765076233074069,
poison/poismph/datapoismphpar/poisalt_mph_3f061c0f.csv,ok,197,5,1,modified_altitude,1,modified_altitude,0.9999943971633911,all_windows,qualified_attack_window,5,3,0.6,True,0.3644922971725464,0.9233636856079102,0.9999943971633911,0.038758307695388794,0.03279634937644005,0.9233636856079102,0.9999943971633911,0.038758307695388794,0.03279634937644005,
poison/poismph/datapoismphpar/poisalt_mph_3f06490c.csv,ok,203,5,1,modified_altitude,1,modified_altitude,0.9978501200675964,all_windows,qualified_attack_window,5,5,1.0,True,0.0054364753887057304,0.011253027245402336,0.9978501200675964,0.0005109888152219355,7.783805631333962e-05,0.011253027245402336,0.9978501200675964,0.0005109888152219355,7.783805631333962e-05,
poison/poismph/datapoismphpar/poisalt_mph_3f067464.csv,ok,218,6,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,6,5,0.8333333333333334,True,0.16402728855609894,0.983795702457428,1.0,0.005208725109696388,0.005278763361275196,0.983795702457428,1.0,0.005208725109696388,0.005278763361275196,
poison/poismph/datapoismphpar/poisalt_mph_3f09cfd8.csv,ok,233,7,1,modified_altitude,0,authentic,0.9654591679573059,all_windows,no_qualified_attack_window,7,0,0.0,False,0.9431649446487427,0.9654591679573059,0.05947110801935196,0.018251311033964157,0.02331916242837906,0.9654591679573059,0.05947110801935196,0.018251311033964157,0.02331916242837906,
poison/poismph/datapoismphpar/poisalt_mph_3f0a1418.csv,ok,230,7,1,modified_altitude,1,modified_altitude,0.9999998807907104,all_windows,qualified_attack_window,7,5,0.7142857142857143,True,0.2825835049152374,0.9897052049636841,0.9999998807907104,0.0034341050777584314,0.005739080253988504,0.9897052049636841,0.9999998807907104,0.0034341050777584314,0.005739080253988504,
poison/poismph/datapoismphpar/poisalt_mph_3f11b99b.csv,ok,255,8,1,modified_altitude,1,modified_altitude,0.5935293436050415,all_windows,qualified_attack_window,8,3,0.375,True,0.6050567626953125,0.9084879159927368,0.5935293436050415,0.09166407585144043,0.011765272356569767,0.9084879159927368,0.5935293436050415,0.09166407585144043,0.011765272356569767,
poison/poismph/datapoismphpar/poisalt_mph_3f147d2b.csv,ok,206,5,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,5,5,1.0,True,1.1561054336084453e-08,1.4111297019780977e-08,1.0,6.213487502293447e-09,1.749370925896443e-10,1.4111297019780977e-08,1.0,6.213487502293447e-09,1.749370925896443e-10,
poison/poismph/datapoismphpar/poisalt_mph_3f14d941.csv,ok,200,5,1,modified_altitude,1,modified_altitude,1.0,all_windows,qualified_attack_window,5,3,0.6,True,0.3878125846385956,0.9824987649917603,1.0,0.016366248950362206,0.01701291836798191,0.9824987649917603,1.0,0.016366248950362206,0.01701291836798191,
poison/poismph/datapoismphpar/poisalt_mph_3f18df2b.csv,ok,196,5,1,modified_altitude,1,modified_altitude,0.9999904632568359,all_windows,qualified_attack_window,5,5,1.0,True,7.707667464273982e-06,9.339621101389639e-06,0.9999904632568359,5.163554760656552e-06,1.2215502920298604e-07,9.339621101389639e-06,0.9999904632568359,5.163554760656552e-06,1.2215502920298604e-07,
