scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,181,10,19,554,191,200,0.05235602094240838,0.03315881326352531
class,1,modified_altitude,174,17,4,569,191,178,0.08900523560209424,0.006980802792321117
class,2,modified_speed,187,4,7,566,191,194,0.020942408376963352,0.012216404886561954
class,3,modified_position,189,2,3,570,191,192,0.010471204188481676,0.005235602094240838
macro_avg,,macro_avg,,,,,764,764,0.04319371727748691,0.014397905759162305
