,precision,recall,f1-score,support
authentic,0.905,0.9476439790575916,0.9258312020460358,191.0
modified_altitude,0.9775280898876404,0.9109947643979057,0.943089430894309,191.0
modified_speed,0.9639175257731959,0.9790575916230366,0.9714285714285714,191.0
modified_position,0.984375,0.9895287958115183,0.9869451697127938,191.0
accuracy,0.9568062827225131,0.9568062827225131,0.9568062827225131,0.9568062827225131
macro avg,0.957705153915209,0.9568062827225131,0.9568235935204275,764.0
weighted avg,0.957705153915209,0.9568062827225131,0.9568235935204275,764.0
