scope,label,class_name,tp,fn,fp,tn,support,predicted_positive,fnr,fpr
class,0,authentic,138,10,4,415,148,142,0.06756756756756757,0.00954653937947494
class,1,modified_altitude,125,7,11,424,132,136,0.05303030303030303,0.02528735632183908
class,2,modified_speed,137,4,7,419,141,144,0.028368794326241134,0.01643192488262911
class,3,modified_position,140,6,5,416,146,145,0.0410958904109589,0.011876484560570071
macro_avg,,macro_avg,,,,,567,567,0.047515638833767665,0.0157855762861283
