,precision,recall,f1-score,support
authentic,0.7184466019417476,1.0,0.8361581920903954,148.0
modified_altitude,0.98989898989899,0.7424242424242424,0.8484848484848485,132.0
modified_speed,0.9846153846153847,0.9078014184397163,0.9446494464944649,141.0
modified_position,1.0,0.9041095890410958,0.9496402877697842,146.0
accuracy,0.892416225749559,0.892416225749559,0.892416225749559,0.892416225749559
macro avg,0.9232402441140306,0.8885838124762637,0.8947331937098733,567.0
weighted avg,0.9203307460049639,0.892416225749559,0.8952283358015636,567.0
