,precision,recall,f1-score,support
authentic,0.971830985915493,0.9324324324324325,0.9517241379310345,148.0
modified_altitude,0.9191176470588235,0.946969696969697,0.9328358208955224,132.0
modified_speed,0.9513888888888888,0.9716312056737588,0.9614035087719298,141.0
modified_position,0.9655172413793104,0.958904109589041,0.9621993127147767,146.0
accuracy,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523
macro avg,0.9519636908106289,0.9524843611662323,0.9520406950783159,567.0
weighted avg,0.95284985167896,0.9523809523809523,0.9524312084042356,567.0
